playerName,sal,team,opp,proj,actual
Pekka Rinne,8400,NSH,BUF,7.24,12.0
Mike Smith,8300,CGY,ARI,6.73,2.0
Roberto Luongo,8500,FLO,MTL,6.56,10.6
Devan Dubnyk,7700,MIN,LAK,6.28,1.2
Tuukka Rask,8200,BOS,CBJ,5.94,-1.0
Antti Niemi,6900,MTL,FLO,4.4,5.6
Antti Raanta,7400,ARI,CGY,3.81,9.4
Jonathan Quick,7500,LAK,MIN,3.7,6.8
Joonas Korpisalo,7600,CBJ,BOS,2.27,5.8
