playerName,sal,team,opp,proj,actual
Braden Holtby,8400,WSH,NYR,5.98,8.0
Marc-Andre Fleury,8500,VGK,ARI,5.82,2.8
Roberto Luongo,7900,FLO,TOR,4.99,2.2
Frederik Andersen,8200,TOR,FLO,4.45,6.0
Henrik Lundqvist,7100,NYR,WSH,4.16,3.0
Antti Raanta,7200,ARI,VGK,3.98,6.4
Michal Neuvirth,7400,PHI,COL,3.42,4.0
