playerName,sal,team,opp,proj,actual
Casey DeSmith,8000,PIT,MTL,5.94,5.4
Mike Smith,7400,CGY,ANA,5.64,-1.4
Chad Johnson,7500,BUF,ARI,5.15,0.6
John Gibson,8100,ANA,CGY,4.7,10.8
Antti Raanta,7700,ARI,BUF,4.54,7.8
Anton Khudobin,7600,BOS,STL,4.2,1.6
Carey Price,7100,MTL,PIT,4.06,1.8
Jake Allen,7600,STL,BOS,3.66,6.2
