playerName,sal,team,opp,proj,actual
Mike Smith,8100,CGY,EDM,7.16,10.6
Andrei Vasilevskiy,8500,TBL,OTT,6.87,-1.4
Devan Dubnyk,8000,MIN,COL,5.9,-1.6
Kari Lehtonen,8300,DAL,MTL,5.87,0.4
Tuukka Rask,8200,BOS,CAR,5.79,4.8
Pekka Rinne,7800,NSH,WPJ,5.64,8.4
Antti Niemi,6900,MTL,DAL,5.01,8.2
Cam Talbot,7300,EDM,CGY,4.35,5.2
Semyon Varlamov,7500,COL,MIN,3.85,8.6
Mike Condon,6800,OTT,TBL,3.7,7.4
Adin Hill,6800,ARI,LAK,3.17,6.8
Cam Ward,7200,CAR,BOS,2.85,0.6
