playerName,sal,team,opp,proj,actual
Kari Lehtonen,8400,DAL,VAN,6.28,1.6
Juuse Saros,7400,NSH,WPJ,4.99,4.6
Connor Hellebuyck,8000,WPJ,NSH,4.99,5.4
John Gibson,8200,ANA,EDM,4.95,4.6
Alex Stalock,7500,MIN,BOS,4.53,3.2
Jacob Markstrom,7000,VAN,DAL,4.43,8.0
Tuukka Rask,7800,BOS,MIN,3.78,6.8
Cam Talbot,7300,EDM,ANA,3.77,1.6
