playerName,sal,team,opp,proj,actual
Connor Hellebuyck,8100,WPJ,ANA,5.96,4.2
Kari Lehtonen,7700,DAL,BOS,5.65,3.6
Antti Niemi,7200,MTL,BUF,4.71,12.0
Jake Allen,8400,STL,VAN,4.52,5.8
Anders Nilsson,7000,VAN,STL,4.42,0.2
Tuukka Rask,7800,BOS,DAL,4.25,9.0
John Gibson,7600,ANA,WPJ,4.06,4.8
Keith Kinkaid,7200,NJD,PIT,3.71,8.0
