playerName,sal,team,opp,proj,actual
Juuse Saros,8200,NSH,NJD,6.12,3.0
Tristan Jarry,7500,PIT,TOR,5.37,-1.6
Roberto Luongo,8500,FLO,NYR,5.15,6.8
Devan Dubnyk,7900,MIN,EDM,4.91,1.8
Henrik Lundqvist,7000,NYR,FLO,4.75,3.4
Cam Talbot,7400,EDM,MIN,4.42,8.4
Frederik Andersen,7800,TOR,PIT,4.25,8.6
Keith Kinkaid,6900,NJD,NSH,3.8,7.8
