playerName,sal,team,opp,proj,actual
John Gibson,8500,ANA,DET,6.32,6.6
Ben Bishop,8400,DAL,OTT,6.29,1.4
Juuse Saros,8100,NSH,COL,5.94,7.6
Braden Holtby,8100,WSH,NYI,5.89,4.4
Mike Smith,7900,CGY,SJS,5.74,-3.2
Jaroslav Halak,7200,NYI,WSH,5.14,0.0
Alex Stalock,7100,MIN,VGK,4.82,6.2
Marc-Andre Fleury,8000,VGK,MIN,4.67,2.2
Martin Jones,7500,SJS,CGY,4.15,5.0
Jimmy Howard,6800,DET,ANA,4.07,2.4
Semyon Varlamov,7100,COL,NSH,3.47,1.8
Craig Anderson,6900,OTT,DAL,2.98,5.6
