playerName,sal,team,opp,proj,actual
Mike Smith,8100,CGY,NYI,6.85,0.4
Casey DeSmith,7800,PIT,DAL,6.22,5.4
Darcy Kuemper,8000,ARI,VAN,5.55,10.4
Jacob Markstrom,7500,VAN,ARI,5.07,3.6
Kari Lehtonen,7200,DAL,PIT,3.72,3.4
