playerName,sal,team,opp,proj,actual
Marc-Andre Fleury,8200,VGK,CGY,6.43,13.4
Louis Domingue,6800,TBL,EDM,6.41,7.8
Semyon Varlamov,8100,COL,DET,5.32,9.4
Petr Mrazek,7500,PHI,WSH,5.0,5.0
Jaroslav Halak,7700,NYI,CAR,4.91,3.0
Mike Smith,7300,CGY,VGK,4.88,1.4
Scott Darling,7600,CAR,NYI,4.56,5.2
Philipp Grubauer,7700,WSH,PHI,3.89,0.8
Jared Coreau,6700,DET,COL,3.74,0.2
Al Montoya,6800,EDM,TBL,2.95,4.4
