playerName,sal,team,opp,proj,actual
Tristan Jarry,7600,PIT,NYI,6.61,6.0
Anton Khudobin,8000,BOS,MTL,5.86,7.4
Andrei Vasilevskiy,8300,TBL,PHI,5.4,4.4
Ben Bishop,8000,DAL,STL,5.03,8.0
Jonathan Quick,8500,LAK,CHI,4.91,0.0
Carter Hutton,7500,STL,DAL,4.78,3.2
Anton Forsberg,6900,CHI,LAK,4.18,5.8
Petr Mrazek,7300,PHI,TBL,2.97,-0.2
Antti Niemi,6800,MTL,BOS,2.74,7.6
