playerName,sal,team,opp,proj,actual
Pekka Rinne,7800,NSH,COL,6.58,4.4
Marc-Andre Fleury,8200,VGK,NJD,6.46,7.6
John Gibson,8400,ANA,CHI,6.44,7.4
Roberto Luongo,7900,FLO,PHI,4.85,11.8
Petr Mrazek,7600,PHI,FLO,4.45,0.4
Anton Forsberg,6900,CHI,ANA,4.44,-0.6
Cory Schneider,7300,NJD,VGK,4.26,1.8
Semyon Varlamov,7700,COL,NSH,3.83,1.4
