playerName,sal,team,opp,proj,actual
Roberto Luongo,8400,FLO,EDM,6.06,3.4
J-F Berube,7500,CHI,BUF,6.01,1.4
Cam Talbot,7200,EDM,FLO,4.17,9.0
Chad Johnson,7600,BUF,CHI,3.88,6.8
