playerName,sal,team,opp,proj,actual
Devan Dubnyk,8400,MIN,VAN,6.21,7.0
Kari Lehtonen,7900,DAL,ANA,5.86,7.2
David Rittich,8000,CGY,OTT,5.86,7.8
Sergei Bobrovsky,8300,CBJ,DET,4.82,5.4
Anders Nilsson,7300,VAN,MIN,4.25,2.2
Ryan Miller,7200,ANA,DAL,4.12,5.0
Mike Condon,7200,OTT,CGY,3.93,5.0
