playerName,sal,team,opp,proj,actual
David Rittich,7600,CGY,BUF,6.42,7.0
Jacob Markstrom,8100,VAN,ARI,5.88,4.4
Tristan Jarry,7800,PIT,PHI,4.72,6.2
Petr Mrazek,7900,PHI,PIT,3.86,0.6
Darcy Kuemper,7500,ARI,VAN,3.57,5.2
Chad Johnson,7400,BUF,CGY,2.38,-0.4
