playerName,sal,team,opp,proj,actual
John Gibson,8400,ANA,VAN,6.75,11.4
Martin Jones,8100,SJS,EDM,5.48,5.0
Marc-Andre Fleury,8500,VGK,NJD,5.42,-2.6
Casey DeSmith,8000,PIT,NYR,5.14,1.8
Frederik Andersen,8200,TOR,DAL,4.82,0.4
Jacob Markstrom,7100,VAN,ANA,4.67,3.8
Kari Lehtonen,7500,DAL,TOR,4.21,0.6
Keith Kinkaid,6800,NJD,VGK,4.06,7.8
Alexandar Georgiev,7000,NYR,PIT,3.19,7.4
Al Montoya,7100,EDM,SJS,3.14,3.2
