playerName,sal,team,opp,proj,actual
Semyon Varlamov,7600,COL,VGK,5.55,9.8
Martin Jones,8300,SJS,CGY,4.87,9.4
David Rittich,7000,CGY,SJS,4.63,0.6
Marc-Andre Fleury,7700,VGK,COL,4.32,4.8
