playerName,sal,team,opp,proj,actual
Semyon Varlamov,8200,COL,CHI,7.03,9.0
Louis Domingue,7800,TBL,NYR,6.78,5.6
John Gibson,7800,ANA,LAK,6.16,7.6
Braden Holtby,8500,WSH,CAR,5.45,2.2
Frederik Andersen,8100,TOR,NYI,5.32,4.8
Malcolm Subban,8100,VGK,STL,5.17,4.2
Jonathan Quick,7700,LAK,ANA,4.06,4.2
Christopher Gibson,7000,NYI,TOR,3.99,0.4
Ondrej Pavelec,6900,NYR,TBL,3.94,2.6
Jake Allen,7500,STL,VGK,3.59,0.4
Scott Darling,6900,CAR,WSH,3.37,6.0
