playerName,sal,team,opp,proj,actual
Cam Talbot,7800,EDM,ARI,5.85,6.4
Frederik Andersen,8400,TOR,BUF,5.81,-1.2
Tristan Jarry,7700,PIT,CGY,5.74,7.0
Ben Bishop,8500,DAL,OTT,5.72,2.4
Jacob Markstrom,7300,VAN,NYI,5.72,6.2
Jaroslav Halak,7900,NYI,VAN,4.85,-0.2
Jon Gillies,7100,CGY,PIT,4.69,1.6
Craig Anderson,6800,OTT,DAL,4.08,7.2
Antti Raanta,7700,ARI,EDM,3.6,0.0
Chad Johnson,6900,BUF,TOR,3.06,7.6
