playerName,sal,team,opp,proj,actual
Tuukka Rask,8500,BOS,FLO,4.99,8.0
James Reimer,7400,FLO,BOS,4.37,-1.2
Jimmy Howard,7500,DET,OTT,4.23,11.2
Mike Condon,7100,OTT,DET,3.51,3.0
