playerName,sal,pos,team,opp,line,ppLine,proj,actual
Johnny Gaudreau,7000,LW,CGY,NYR,1,1,5.48,2.5
John Tavares,7300,C,NYI,MTL,1,1,5.38,1.0
Aleksander Barkov,6800,C,FLO,BUF,1,1,5.33,4.5
Nathan MacKinnon,7500,C,COL,MIN,1,1,5.3,15.0
Blake Wheeler,7600,RW,WPJ,DET,1,1,5.18,1.5
Erik Karlsson,5900,D,OTT,VGK,5,1,5.18,8.0
Sean Monahan,6700,C,CGY,NYR,1,1,5.17,2.0
Ryan O'Reilly,6200,C,BUF,FLO,1,1,5.08,4.0
Mark Scheifele,7200,C,WPJ,DET,1,1,5.03,1.0
Taylor Hall,7800,LW,NJD,CAR,1,1,5.02,3.5
Mark Giordano,5400,D,CGY,NYR,5,1,4.95,2.5
Dougie Hamilton,5600,D,CGY,NYR,5,1,4.88,3.5
Vincent Trocheck,6600,C,FLO,BUF,2,1,4.81,0.0
Rasmus Ristolainen,5100,D,BUF,FLO,5,1,4.71,1.5
Mark Stone,6100,RW,OTT,VGK,2,1,4.62,7.0
Matthew Tkachuk,5800,LW,CGY,NYR,2,1,4.58,5.0
P.K. Subban,6000,D,NSH,VAN,5,1,4.47,5.5
Eric Staal,6900,C,MIN,COL,2,1,4.42,1.5
Dustin Byfuglien,5800,D,WPJ,DET,5,1,4.32,6.0
Anders Lee,5500,LW,NYI,MTL,1,1,4.3,3.0
Jonathan Marchessault,7400,LW,VGK,OTT,1,1,4.29,7.0
William Karlsson,7100,C,VGK,OTT,1,1,4.22,7.0
Evgenii Dadonov,6200,LW,FLO,BUF,1,1,4.11,6.0
Mike Hoffman,5500,RW,OTT,VGK,1,1,4.11,4.5
Mathew Barzal,6400,C,NYI,MTL,2,1,4.05,1.5
Jonathan Huberdeau,6000,LW,FLO,BUF,2,1,3.98,0.0
Mikael Granlund,6500,RW,MIN,COL,2,2,3.96,3.5
Ryan Suter,5300,D,MIN,COL,5,2,3.95,2.0
Patrik Laine,6700,RW,WPJ,DET,3,1,3.94,8.0
Keith Yandle,5300,D,FLO,BUF,5,1,3.94,3.5
Rickard Rakell,7200,LW,ANA,CBJ,1,1,3.93,8.0
Viktor Arvidsson,6400,RW,NSH,VAN,1,2,3.91,6.0
Filip Forsberg,6100,LW,NSH,VAN,1,2,3.91,5.0
Tyson Barrie,6300,D,COL,MIN,5,1,3.87,8.5
Max Pacioretty,6600,LW,MTL,NYI,1,1,3.87,0.0
Reilly Smith,6800,RW,VGK,OTT,1,1,3.86,7.0
Seth Jones,5500,D,CBJ,ANA,5,1,3.85,3.5
Sebastian Aho,5900,LW,CAR,NJD,2,1,3.82,0.5
Nick Leddy,4700,D,NYI,MTL,5,1,3.82,4.0
Artemi Panarin,5800,LW,CBJ,ANA,1,1,3.81,2.0
Mikko Rantanen,6200,RW,COL,MIN,1,1,3.81,10.0
Josh Bailey,5400,RW,NYI,MTL,3,1,3.81,5.0
Mikael Backlund,5300,C,CGY,NYR,2,2,3.76,1.5
Matt Duchene,5100,C,OTT,VGK,1,1,3.7,5.5
Sam Reinhart,4700,RW,BUF,FLO,1,1,3.68,5.0
Aaron Ekblad,5000,D,FLO,BUF,5,2,3.65,5.0
Mika Zibanejad,5800,C,NYR,CGY,1,1,3.65,2.5
Cam Atkinson,5800,RW,CBJ,ANA,1,1,3.61,2.5
Gabriel Landeskog,6000,LW,COL,MIN,1,1,3.59,4.0
Alexander Edler,5200,D,VAN,NSH,5,1,3.55,8.0
Jeff Petry,5700,D,MTL,NYI,5,1,3.53,0.5
Jason Zucker,6300,LW,MIN,COL,2,2,3.49,1.0
Ryan Ellis,5400,D,NSH,VAN,6,1,3.48,8.0
Bo Horvat,5500,C,VAN,NSH,2,1,3.47,4.5
Brendan Gallagher,5800,RW,MTL,NYI,2,1,3.47,6.5
Justin Faulk,4500,D,CAR,NJD,6,1,3.44,2.5
Brock Boeser,6000,RW,VAN,NSH,2,1,3.42,3.5
Matt Dumba,4800,D,MIN,COL,5,1,3.41,3.5
Kyle Connor,5600,LW,WPJ,DET,1,1,3.4,1.5
Corey Perry,5700,RW,ANA,CBJ,1,1,3.35,3.5
Jared Spurgeon,5200,D,MIN,COL,6,2,3.34,1.0
Henrik Zetterberg,4700,C,DET,WPJ,1,1,3.34,2.5
Ryan Johansen,5600,C,NSH,VAN,1,2,3.3,1.0
Kyle Palmieri,5900,RW,NJD,CAR,1,1,3.29,5.5
Teuvo Teravainen,5600,RW,CAR,NJD,2,1,3.26,4.0
Zach Parise,5100,LW,MIN,COL,1,1,3.2,3.5
T.J. Brodie,4000,D,CGY,NYR,6,2,3.18,1.5
Kyle Okposo,4500,RW,BUF,FLO,2,1,3.16,0.0
Jordan Staal,4600,C,CAR,NJD,1,1,3.15,2.5
Cam Fowler,4600,D,ANA,CBJ,5,2,3.12,7.5
Gustav Nyquist,4300,LW,DET,WPJ,1,1,3.11,4.0
Mikko Koivu,4900,C,MIN,COL,1,2,3.05,3.5
Dylan Larkin,5300,C,DET,WPJ,2,2,3.02,0.5
Anthony Mantha,4900,RW,DET,WPJ,1,1,3.01,5.5
Nikolaj Ehlers,5900,LW,WPJ,DET,3,2,2.96,7.0
David Perron,5700,LW,VGK,OTT,2,2,2.95,1.5
Michael Frolik,4100,RW,CGY,NYR,2,0,2.95,4.5
Marco Scandella,3400,D,BUF,FLO,5,2,2.94,0.5
Jeff Skinner,5400,LW,CAR,NJD,3,2,2.93,1.5
Mattias Ekholm,4300,D,NSH,VAN,6,2,2.9,2.5
Mats Zuccarello,5200,RW,NYR,CGY,3,1,2.9,1.0
Sami Vatanen,4400,D,NJD,CAR,5,1,2.88,5.5
Erik Haula,6000,C,VGK,OTT,2,2,2.87,4.0
Kevin Fiala,5300,LW,NSH,VAN,2,1,2.8,4.0
Kyle Turris,5200,C,NSH,VAN,2,1,2.79,3.0
Zach Werenski,4900,D,CBJ,ANA,5,2,2.79,6.5
Jonathan Drouin,4800,C,MTL,NYI,2,1,2.79,2.5
Jaccob Slavin,3500,D,CAR,NJD,5,2,2.78,1.0
Ryan Pulock,4700,D,NYI,MTL,7,2,2.72,2.0
Charlie Coyle,4500,LW,MIN,COL,1,0,2.68,1.5
Nick Bjugstad,4600,RW,FLO,BUF,1,2,2.68,7.0
Paul Stastny,5100,C,WPJ,DET,3,2,2.67,0.5
Pierre-Luc Dubois,4400,C,CBJ,ANA,1,1,2.67,1.5
Mike Matheson,4100,D,FLO,BUF,6,2,2.66,5.0
Chris Kreider,4800,LW,NYR,CGY,1,1,2.65,3.5
Daniel Sedin,4100,LW,VAN,NSH,1,1,2.61,6.0
Alex Galchenyuk,4500,LW,MTL,NYI,2,1,2.55,15.5
Colin Miller,4300,D,VGK,OTT,5,2,2.54,8.0
Jakob Silfverberg,4800,RW,ANA,CBJ,2,1,2.51,2.5
Justin Williams,3900,RW,CAR,NJD,1,2,2.49,5.0
Nick Foligno,4200,RW,CBJ,ANA,3,2,2.48,1.0
Bobby Ryan,3700,LW,OTT,VGK,2,2,2.47,8.0
Elias Lindholm,3900,C,CAR,NJD,2,1,2.46,3.5
Tyler Myers,4600,D,WPJ,DET,6,2,2.43,3.0
Pavel Buchnevich,4300,RW,NYR,CGY,1,1,2.41,4.0
Brandon Montour,4200,D,ANA,CBJ,5,1,2.4,0.0
Vladislav Namestnikov,5000,C,NYR,CGY,3,2,2.4,1.0
Adam Henrique,5000,C,ANA,CBJ,3,1,2.35,2.5
Jean-Gabriel Pageau,3400,C,OTT,VGK,2,1,2.35,5.0
Sam Bennett,3800,RW,CGY,NYR,1,2,2.33,1.0
Nino Niederreiter,4400,RW,MIN,COL,3,1,2.31,1.5
Nico Hischier,5400,C,NJD,CAR,1,2,2.29,1.5
Kevin Hayes,4500,C,NYR,CGY,2,2,2.28,3.5
Phillip Danault,4100,C,MTL,NYI,1,0,2.26,1.5
Mathieu Perreault,5000,LW,WPJ,DET,2,2,2.25,1.0
Hampus Lindholm,4100,D,ANA,CBJ,6,2,2.24,1.0
Anthony Beauvillier,4700,LW,NYI,MTL,2,2,2.23,2.5
