playerName,sal,pos,team,opp,line,ppLine,proj,actual
Dustin Brown,5800,RW,LAK,DET,1,1,2.92,7.0
Aaron Ekblad,5000,D,FLO,BOS,5,2,2.9,5.5
Sam Reinhart,5500,RW,BUF,TOR,1,1,2.9,6.0
James van Riemsdyk,5600,LW,TOR,BUF,3,1,2.89,9.0
Matt Niskanen,3900,D,WSH,NYI,5,2,2.88,3.5
Jeff Carter,6600,C,LAK,DET,2,1,2.88,1.0
Anders Lee,5900,LW,NYI,WSH,1,1,2.87,2.5
Colton Parayko,4700,D,STL,COL,6,2,2.86,5.0
Travis Konecny,4900,RW,PHI,CBJ,1,2,2.85,5.0
Gustav Nyquist,4000,RW,DET,LAK,1,1,2.85,4.5
Clayton Keller,5500,RW,ARI,NSH,1,1,2.79,4.5
Mathew Barzal,6300,C,NYI,WSH,2,1,2.77,2.0
Derek Stepan,5000,C,ARI,NSH,1,2,2.76,4.0
Josh Bailey,5800,RW,NYI,WSH,1,1,2.74,2.5
Dmitry Orlov,3700,D,WSH,NYI,5,2,2.73,8.5
Bryan Little,4200,C,WPJ,CHI,2,1,2.72,7.0
Alex Galchenyuk,4600,LW,MTL,PIT,3,1,2.7,5.0
Patrick Marleau,5200,LW,TOR,BUF,1,2,2.66,6.0
Brandon Saad,4300,LW,CHI,WPJ,1,1,2.62,4.0
Jake Muzzin,4700,D,LAK,DET,7,1,2.6,1.0
Zach Werenski,5300,D,CBJ,PHI,5,2,2.6,4.5
Jake Gardiner,4400,D,TOR,BUF,6,2,2.58,2.5
Nick Leddy,4800,D,NYI,WSH,5,1,2.55,1.0
Craig Smith,5600,RW,NSH,ARI,2,2,2.54,5.0
Olli Maatta,4000,D,PIT,MTL,7,2,2.54,2.5
Derick Brassard,4600,C,PIT,MTL,3,2,2.53,3.0
Nick Bjugstad,5400,RW,FLO,BOS,1,2,2.52,5.5
Justin Schultz,4600,D,PIT,MTL,6,2,2.51,1.5
Riley Nash,5600,C,BOS,FLO,1,0,2.46,1.0
Pierre-Luc Dubois,5200,C,CBJ,PHI,1,1,2.45,2.0
Anthony Mantha,4600,LW,DET,LAK,2,2,2.45,1.5
Bryan Rust,4000,RW,PIT,MTL,3,0,2.44,6.5
William Nylander,4900,C,TOR,BUF,2,2,2.43,3.5
Kevin Fiala,5400,LW,NSH,ARI,2,0,2.41,8.0
Kyle Turris,5100,C,NSH,ARI,2,0,2.38,8.0
Carl Hagelin,4500,LW,PIT,MTL,2,0,2.37,3.0
Alexander Steen,4400,LW,STL,COL,2,1,2.35,2.5
Conor Sheary,5000,RW,PIT,MTL,1,2,2.32,1.0
Mike Matheson,4400,D,FLO,BOS,6,2,2.32,3.0
David Backes,4800,C,BOS,FLO,3,2,2.3,0.0
Nolan Patrick,4100,C,PHI,CBJ,2,2,2.3,2.0
Tom Wilson,4100,RW,WSH,NYI,1,0,2.28,3.0
Mike Green,3800,D,DET,LAK,7,2,2.27,2.0
Brent Seabrook,3500,D,CHI,WPJ,6,1,2.25,1.5
Dion Phaneuf,4000,D,LAK,DET,6,2,2.18,1.5
Tyler Toffoli,5700,RW,LAK,DET,3,2,2.17,5.5
Alex Goligoski,3900,D,ARI,NSH,7,2,2.17,2.5
Nick Foligno,4000,C,CBJ,PHI,2,2,2.15,2.5
Alec Martinez,4200,D,LAK,DET,6,2,2.14,0.5
Jordan Eberle,5400,RW,NYI,WSH,2,0,2.13,2.0
Artem Anisimov,3400,C,CHI,WPJ,3,1,2.11,1.0
Artturi Lehkonen,3400,RW,MTL,PIT,3,1,2.04,4.0
Mathieu Perreault,3700,LW,WPJ,CHI,3,2,2.03,2.0
Nick Schmaltz,3800,C,CHI,WPJ,2,2,1.97,3.0
Marco Scandella,3300,D,BUF,TOR,5,2,1.96,1.0
Alexander Wennberg,4400,C,CBJ,PHI,3,1,1.94,0.0
Kevan Miller,2900,D,BOS,FLO,6,2,1.93,2.0
Alex DeBrincat,3900,LW,CHI,WPJ,2,2,1.89,0.0
Tyson Jost,3700,LW,COL,STL,2,1,1.87,1.0
Zach Hyman,3900,LW,TOR,BUF,2,2,1.79,2.0
Tyler Bozak,4000,C,TOR,BUF,3,1,1.78,7.0
Lars Eller,3500,C,WSH,NYI,3,2,1.76,3.5
Carl Soderberg,3700,C,COL,STL,3,2,1.76,0.5
Charles Hudon,3200,RW,MTL,PIT,2,2,1.75,0.0
Andreas Athanasiou,3900,C,DET,LAK,3,1,1.74,1.5
Nick Bonino,3200,C,NSH,ARI,3,1,1.72,3.5
J.T. Compher,3600,C,COL,STL,2,2,1.7,1.0
Christian Dvorak,3900,C,ARI,NSH,3,2,1.7,5.5
Oliver Bjorkstrand,4200,RW,CBJ,PHI,2,2,1.69,4.5
Patrik Berglund,3000,RW,STL,COL,2,0,1.69,2.0
Tanner Pearson,4700,LW,LAK,DET,3,2,1.68,1.5
Paul Byron,3500,LW,MTL,PIT,1,2,1.67,3.5
Danton Heinen,3300,LW,BOS,FLO,2,1,1.65,2.5
Vince Dunn,3000,D,STL,COL,6,1,1.63,1.5
Jakob Chychrun,3600,D,ARI,NSH,7,1,1.62,3.0
Trevor Lewis,3600,RW,LAK,DET,2,0,1.59,0.0
Brian Gionta,4300,RW,BOS,FLO,3,2,1.58,2.0
Valtteri Filppula,3000,C,PHI,CBJ,3,2,1.57,0.0
Samuel Girard,2900,D,COL,STL,6,2,1.57,0.0
Mike Reilly,3000,D,MTL,PIT,5,2,1.57,0.0
Max Domi,3800,LW,ARI,NSH,3,1,1.57,2.5
Ryan Pulock,4500,D,NYI,WSH,7,2,1.56,8.0
Richard Panik,3700,LW,ARI,NSH,1,0,1.56,0.0
Jason Pominville,3400,RW,BUF,TOR,2,1,1.56,5.5
Niklas Kronwall,2800,D,DET,LAK,7,1,1.52,3.0
Sven Andrighetto,2900,RW,COL,STL,2,2,1.49,0.5
Andrew Copp,3100,C,WPJ,CHI,3,0,1.48,2.0
Joel Armia,2900,RW,WPJ,CHI,3,2,1.47,3.5
Justin Abdelkader,3000,LW,DET,LAK,3,1,1.46,0.5
Andre Burakovsky,3300,RW,WSH,NYI,2,2,1.45,6.5
Oskar Lindblom,2900,LW,PHI,CBJ,2,2,1.41,0.0
Vladimir Sobotka,3000,C,STL,COL,3,2,1.4,0.0
Alex Iafallo,3400,LW,LAK,DET,1,0,1.39,2.5
Denis Malgin,3500,RW,FLO,BOS,3,2,1.36,1.5
Nikita Scherbak,3100,LW,MTL,PIT,2,2,1.36,0.5
Matt Grzelcyk,3100,D,BOS,FLO,7,2,1.35,1.0
Darren Helm,2900,LW,DET,LAK,2,0,1.35,0.0
Kevin Connauton,2900,D,ARI,NSH,6,2,1.35,1.5
Jakub Vrana,3300,LW,WSH,NYI,3,2,1.34,3.0
Boone Jenner,4300,RW,CBJ,PHI,3,0,1.32,4.5
Ryan Hartman,3400,RW,NSH,ARI,3,2,1.31,1.0
Tyler Bertuzzi,3000,LW,DET,LAK,1,2,1.31,2.5
Nick Cousins,2900,RW,ARI,NSH,2,0,1.29,1.5
Tobias Rieder,3200,LW,LAK,DET,2,0,1.28,1.0
Kyle Brodziak,3100,C,STL,COL,2,0,1.28,1.0
Leo Komarov,3700,RW,TOR,BUF,1,0,1.27,0.5
Jordan Martinook,2800,LW,ARI,NSH,2,0,1.27,1.0
Scott Wilson,3200,LW,BUF,TOR,1,1,1.27,3.5
Blake Comeau,3000,RW,COL,STL,3,0,1.24,1.5
Brad Richardson,2800,C,ARI,NSH,2,0,1.24,0.5
Thomas Vanek,4100,LW,CBJ,PHI,3,2,1.23,4.0
Johan Larsson,3000,C,BUF,TOR,2,0,1.23,0.5
Anthony Beauvillier,4400,LW,NYI,WSH,3,2,1.22,2.0
Frans Nielsen,3200,C,DET,LAK,3,0,1.19,2.5
Zemgus Girgensons,3000,LW,BUF,TOR,3,0,1.17,1.5
Matt Nieto,2900,LW,COL,STL,3,0,1.16,1.0
Scott Hartnell,3000,LW,NSH,ARI,1,0,1.13,0.5
Brendan Guhle,2800,D,BUF,TOR,6,2,1.13,0.5
Brock Nelson,3200,C,NYI,WSH,3,2,1.1,4.0
Dmitrij Jaskin,2800,RW,STL,COL,3,2,1.08,3.0
Adrian Kempe,3100,C,LAK,DET,3,2,1.05,0.0
Jamie McGinn,3000,LW,FLO,BOS,3,2,1.05,0.0
Brendan Perlini,3600,LW,ARI,NSH,3,2,1.05,2.0
Connor Brown,3000,RW,TOR,BUF,3,2,1.02,3.0
Andrew Ladd,3000,LW,NYI,WSH,2,2,1.02,4.0
Brett Connolly,3200,LW,WSH,NYI,3,0,0.98,2.5
Tanner Fritz,2800,RW,NYI,WSH,3,2,0.97,4.5
Michael Raffl,2900,LW,PHI,CBJ,3,0,0.95,1.0
Sonny Milano,3300,LW,CBJ,PHI,2,2,0.92,2.0
John Hayden,3000,RW,CHI,WPJ,2,2,0.92,2.5
Evan Rodrigues,3300,C,BUF,TOR,3,2,0.92,6.5
Jared McCann,3000,C,FLO,BOS,3,0,0.89,1.5
Tomas Jurco,2900,LW,CHI,WPJ,3,2,0.87,1.0
Logan Shaw,2800,RW,MTL,PIT,2,0,0.86,0.5
Matthew Highmore,3000,RW,CHI,WPJ,3,0,0.84,2.5
Tommy Wingels,3100,C,BOS,FLO,3,0,0.8,1.0
Benoit Pouliot,3000,LW,BUF,TOR,2,2,0.8,0.0
Jacob De La Rose,2900,C,MTL,PIT,3,0,0.75,1.0
Frank Vatrano,3600,RW,FLO,BOS,2,0,0.61,1.5
Nicholas Baptiste,2800,RW,BUF,TOR,3,0,0.54,0.0
