playerName,sal,pos,team,opp,line,ppLine,proj,actual
Connor McDavid,8100,C,EDM,NYI,1,1,5.53,8.2
Nathan MacKinnon,7800,C,COL,CBJ,1,1,5.3,5.5
Erik Karlsson,6200,D,OTT,BUF,5,1,5.22,4.5
Nikita Kucherov,8000,RW,TBL,NYR,1,1,5.15,4.0
Aleksander Barkov,7300,C,FLO,MTL,1,1,5.15,6.0
Alex Ovechkin,7700,LW,WSH,LAK,1,1,5.08,1.5
Taylor Hall,7500,LW,NJD,WPJ,1,1,4.82,1.0
John Tavares,7200,C,NYI,EDM,1,1,4.78,3.5
Steven Stamkos,7400,C,TBL,NYR,1,1,4.72,0.5
Claude Giroux,6500,LW,PHI,BOS,1,1,4.69,4.5
Victor Hedman,6500,D,TBL,NYR,5,1,4.68,3.5
Brent Burns,7200,D,SJS,STL,5,1,4.65,4.5
Patrick Kane,7000,RW,CHI,CAR,1,1,4.59,1.0
Mark Stone,6400,RW,OTT,BUF,2,1,4.59,2.0
Sean Couturier,6500,C,PHI,BOS,1,1,4.44,1.5
Brad Marchand,7600,LW,BOS,PHI,1,1,4.42,5.0
Vladimir Tarasenko,6700,RW,STL,SJS,1,1,4.34,2.0
Blake Wheeler,7100,RW,WPJ,NJD,2,1,4.33,3.0
Artemi Panarin,6100,LW,CBJ,COL,1,1,4.33,3.5
Ryan O'Reilly,6700,C,BUF,OTT,1,1,4.32,3.5
Vincent Trocheck,6900,C,FLO,MTL,2,1,4.28,7.5
Seth Jones,6000,D,CBJ,COL,5,1,4.16,11.0
Tyson Barrie,5700,D,COL,CBJ,5,1,4.12,5.0
Leon Draisaitl,6900,RW,EDM,NYI,1,1,4.1,1.0
Evgenii Dadonov,6600,LW,FLO,MTL,1,1,4.09,6.5
Patrik Laine,7300,RW,WPJ,NJD,1,1,4.08,3.5
Mike Hoffman,6000,RW,OTT,BUF,1,1,4.08,4.0
P.K. Subban,5800,D,NSH,ANA,5,1,4.05,2.5
Anze Kopitar,6800,C,LAK,WSH,1,1,4.03,2.5
Shayne Gostisbehere,6000,D,PHI,BOS,5,1,4.01,2.5
Rasmus Ristolainen,5600,D,BUF,OTT,5,1,4.01,0.5
Evander Kane,6900,LW,SJS,STL,1,1,3.98,2.0
Jakub Voracek,6100,RW,PHI,BOS,2,1,3.96,5.5
Viktor Arvidsson,6500,RW,NSH,ANA,1,1,3.95,6.5
Joe Pavelski,6900,C,SJS,STL,1,1,3.94,3.0
Filip Forsberg,6300,LW,NSH,ANA,1,1,3.91,4.0
Alex Pietrangelo,5500,D,STL,SJS,5,2,3.87,1.0
Keith Yandle,5400,D,FLO,MTL,5,1,3.86,8.0
Anders Lee,6000,LW,NYI,EDM,1,1,3.86,0.5
Mikko Rantanen,6200,RW,COL,CBJ,1,1,3.85,7.0
Cam Atkinson,5700,RW,CBJ,COL,1,1,3.84,1.0
Jonathan Marchessault,7200,LW,VGK,DET,1,1,3.81,3.0
Josh Bailey,5900,RW,NYI,EDM,1,1,3.81,1.5
William Karlsson,7100,C,VGK,DET,1,1,3.75,4.5
Mathew Barzal,6500,C,NYI,EDM,2,1,3.75,1.0
David Pastrnak,6800,RW,BOS,PHI,1,1,3.74,6.0
Dustin Byfuglien,5800,D,WPJ,NJD,5,1,3.73,6.0
Jonathan Huberdeau,6000,LW,FLO,MTL,2,1,3.69,6.0
Mika Zibanejad,5400,C,NYR,TBL,1,1,3.66,0.0
Ryan Getzlaf,6600,C,ANA,NSH,1,1,3.65,6.0
Matt Duchene,5300,C,OTT,BUF,1,1,3.65,3.2
John Carlson,6300,D,WSH,LAK,6,1,3.63,1.5
Brendan Gallagher,5500,RW,MTL,FLO,2,1,3.62,1.5
Jonathan Toews,5600,C,CHI,CAR,1,2,3.58,0.5
Aaron Ekblad,5200,D,FLO,MTL,5,2,3.54,2.5
Brayden Point,6400,C,TBL,NYR,2,2,3.53,2.5
