playerName,sal,pos,team,opp,line,ppLine,proj,actual
Clayton Keller,5300,RW,ARI,CGY,1,1,3.2,2.5
Jonathan Drouin,4500,C,MTL,FLO,1,1,3.14,0.5
Nick Bjugstad,5800,RW,FLO,MTL,1,2,3.09,3.5
Alex Galchenyuk,4700,LW,MTL,FLO,3,1,3.05,2.0
Derek Stepan,5000,C,ARI,CGY,1,2,3.04,6.0
Jeff Carter,6100,C,LAK,MIN,2,1,3.0,9.0
Dustin Brown,5700,RW,LAK,MIN,1,1,2.97,7.5
Craig Smith,5200,RW,NSH,BUF,2,2,2.9,2.0
Riley Nash,5500,C,BOS,CBJ,1,0,2.77,5.0
Nino Niederreiter,4200,RW,MIN,LAK,2,1,2.71,2.5
Mike Matheson,4900,D,FLO,MTL,6,2,2.71,2.5
Kevin Fiala,5200,LW,NSH,BUF,2,0,2.7,1.5
Kyle Turris,5200,C,NSH,BUF,2,0,2.67,3.5
Michael Frolik,4800,RW,CGY,ARI,2,0,2.59,1.5
Zach Werenski,5100,D,CBJ,BOS,5,1,2.55,2.0
Jake Muzzin,4800,D,LAK,MIN,7,1,2.54,4.0
Micheal Ferland,5400,RW,CGY,ARI,3,1,2.49,0.5
Artturi Lehkonen,3800,RW,MTL,FLO,3,1,2.46,1.5
Marco Scandella,3400,D,BUF,NSH,5,2,2.4,0.5
Travis Hamonic,3800,D,CGY,ARI,6,2,2.29,2.0
Tyler Toffoli,5100,RW,LAK,MIN,3,2,2.27,2.0
Pierre-Luc Dubois,4700,C,CBJ,BOS,1,1,2.21,1.0
Alex Goligoski,3900,D,ARI,CGY,7,2,2.14,2.5
Dion Phaneuf,4200,D,LAK,MIN,6,2,2.11,2.0
Sam Bennett,4200,LW,CGY,ARI,1,2,2.11,3.0
Nick Holden,3500,D,BOS,CBJ,6,2,2.1,0.0
Alec Martinez,4000,D,LAK,MIN,6,2,2.04,4.0
Danton Heinen,3700,LW,BOS,CBJ,2,1,1.98,4.0
Jonas Brodin,3200,D,MIN,LAK,6,2,1.87,2.5
Paul Byron,3600,LW,MTL,FLO,1,2,1.85,0.5
Christian Dvorak,3800,C,ARI,CGY,3,2,1.8,3.5
Tanner Pearson,4600,LW,LAK,MIN,2,2,1.78,4.0
Evan Rodrigues,3500,C,BUF,NSH,3,1,1.76,0.5
Jason Pominville,3500,RW,BUF,NSH,2,2,1.73,0.5
Michael Stone,3100,D,CGY,ARI,6,2,1.71,3.0
Richard Panik,3900,LW,ARI,CGY,1,0,1.71,4.0
Nick Bonino,3200,C,NSH,BUF,3,2,1.68,1.0
Scott Wilson,3800,LW,BUF,NSH,1,2,1.67,0.5
Mike Reilly,3200,D,MTL,FLO,5,2,1.65,2.0
Denis Malgin,3300,RW,FLO,MTL,2,2,1.63,2.0
Jakob Chychrun,3700,D,ARI,CGY,7,1,1.6,2.0
Matt Grzelcyk,3600,D,BOS,CBJ,7,2,1.58,1.5
Alexander Wennberg,4300,C,CBJ,BOS,3,1,1.56,2.0
Max Domi,3400,LW,ARI,CGY,3,1,1.56,9.5
Colton Sissons,3100,LW,NSH,BUF,3,0,1.55,3.0
Ryan Hartman,3300,RW,NSH,BUF,3,2,1.51,4.5
Nick Foligno,4100,C,CBJ,BOS,2,2,1.49,4.0
Nicholas Baptiste,2900,RW,BUF,NSH,3,2,1.49,1.5
Mark Jankowski,3400,C,CGY,ARI,3,0,1.43,0.5
Troy Brouwer,3000,LW,CGY,ARI,2,0,1.42,0.5
Brendan Guhle,2800,D,BUF,NSH,6,2,1.39,2.5
Tim Schaller,2800,LW,BOS,CBJ,3,0,1.37,1.5
Trevor Lewis,3400,RW,LAK,MIN,2,0,1.37,0.0
Jared McCann,3000,C,FLO,MTL,3,0,1.31,0.5
Nikita Scherbak,3000,LW,MTL,FLO,2,2,1.29,2.0
Nick Cousins,3000,RW,ARI,CGY,2,0,1.28,1.5
Ryan Murphy,2800,D,MIN,LAK,6,2,1.27,4.0
Jordan Martinook,2900,LW,ARI,CGY,2,0,1.22,0.5
Sean Kuraly,2900,C,BOS,CBJ,3,0,1.19,1.0
Tobias Rieder,3200,LW,LAK,MIN,1,0,1.19,1.5
Boone Jenner,4300,LW,CBJ,BOS,3,0,1.19,8.0
Oliver Bjorkstrand,4000,RW,CBJ,BOS,2,2,1.18,0.5
Benoit Pouliot,3000,LW,BUF,NSH,2,0,1.18,0.0
Kevin Connauton,2900,D,ARI,CGY,6,2,1.16,0.5
Frank Vatrano,4400,RW,FLO,MTL,3,0,1.15,0.5
Brad Richardson,2800,C,ARI,CGY,2,0,1.15,2.5
Thomas Vanek,4100,RW,CBJ,BOS,3,2,1.12,6.0
Justin Bailey,2800,RW,BUF,NSH,3,0,1.11,1.0
Markus Nutivaara,2900,D,CBJ,BOS,6,2,1.02,2.0
Brendan Perlini,3400,RW,ARI,CGY,3,2,0.97,2.5
Tommy Wingels,3000,LW,BOS,CBJ,3,0,0.96,1.0
Adrian Kempe,3000,C,LAK,MIN,3,2,0.96,3.0
Daniel Carr,3000,RW,MTL,FLO,2,0,0.84,3.0
Jacob De La Rose,3000,C,MTL,FLO,3,0,0.82,0.5
Logan Shaw,2800,C,MTL,FLO,2,0,0.81,2.0
Daniel Winnik,2800,RW,MIN,LAK,3,0,0.79,0.0
Joel Eriksson Ek,2800,C,MIN,LAK,3,0,0.66,4.0
Marcus Foligno,2900,LW,MIN,LAK,3,0,0.64,1.5
Kyle Clifford,2800,LW,LAK,MIN,3,0,0.63,1.5
Maxim Mamin,2800,LW,FLO,MTL,3,0,0.63,0.5
Chris Stewart,2800,RW,CGY,ARI,3,0,0.6,3.0
Sonny Milano,3200,LW,CBJ,BOS,2,2,0.57,4.5
