playerName,sal,pos,team,opp,line,ppLine,proj,actual
James van Riemsdyk,5300,LW,TOR,DAL,3,1,2.38,15.5
Brady Skjei,3300,D,NYR,PIT,6,2,2.36,0.0
Conor Sheary,4800,RW,PIT,NYR,1,2,2.33,0.5
Patrick Marleau,5100,LW,TOR,DAL,1,2,2.32,4.0
Ryan Spooner,5500,LW,NYR,PIT,2,2,2.3,1.0
Jake Gardiner,4500,D,TOR,DAL,6,2,2.28,5.5
Nate Schmidt,3900,D,VGK,NJD,5,2,2.27,5.5
Pavel Buchnevich,4000,RW,NYR,PIT,3,1,2.19,3.5
Milan Lucic,4200,LW,EDM,SJS,2,1,2.17,2.0
Bryan Rust,4100,RW,PIT,NYR,3,0,2.15,5.5
Adam Henrique,4700,C,ANA,VAN,3,1,2.13,0.5
Dan Hamhuis,3000,D,DAL,TOR,6,2,2.13,2.0
William Nylander,4900,C,TOR,DAL,2,2,2.1,0.5
Shea Theodore,4100,D,VGK,NJD,7,1,2.09,2.0
Hampus Lindholm,4100,D,ANA,VAN,6,2,2.06,1.5
Alex Tuch,4700,RW,VGK,NJD,1,1,2.03,1.0
Patrick Maroon,3700,LW,NJD,VGK,3,1,2.02,2.0
Mikkel Boedker,4300,RW,SJS,EDM,2,2,1.99,5.0
Timo Meier,4500,LW,SJS,EDM,3,2,1.98,2.0
Tomas Tatar,4500,RW,VGK,NJD,2,2,1.97,3.0
Devin Shore,3200,RW,DAL,TOR,2,1,1.96,2.0
Ryan Kesler,3900,C,ANA,VAN,2,2,1.92,0.5
Damon Severson,3000,D,NJD,VGK,6,2,1.92,4.5
Mattias Janmark,3700,LW,DAL,TOR,2,2,1.92,0.5
Travis Zajac,3700,C,NJD,VGK,2,2,1.77,4.0
Michael Grabner,3600,LW,NJD,VGK,2,0,1.68,7.0
Tyler Bozak,4100,C,TOR,DAL,3,1,1.58,5.2
John Gilmour,3700,D,NYR,PIT,7,1,1.58,1.0
Michael Del Zotto,3500,D,VAN,ANA,6,2,1.57,3.0
Kevin Labanc,3800,RW,SJS,EDM,3,2,1.56,0.5
Zach Hyman,3900,LW,TOR,DAL,2,0,1.53,0.5
Jesper Fast,3100,RW,NYR,PIT,1,0,1.51,4.5
Henrik Sedin,3500,C,VAN,ANA,1,1,1.51,0.5
Derrick Pouliot,2900,D,VAN,ANA,5,2,1.51,2.0
Jimmy Vesey,3200,LW,NYR,PIT,3,2,1.49,0.5
Sam Gagner,3300,RW,VAN,ANA,3,1,1.47,1.5
Radek Faksa,3800,C,DAL,TOR,3,0,1.46,4.5
Chris Tierney,3600,C,SJS,EDM,3,2,1.44,1.0
Will Butcher,3000,D,NJD,VGK,7,2,1.42,2.0
Ryan Strome,3400,C,EDM,SJS,3,1,1.41,1.0
Brett Ritchie,3000,RW,DAL,TOR,1,2,1.4,4.5
Andrew Cogliano,3200,LW,ANA,VAN,2,0,1.32,1.0
Blake Coleman,2900,C,NJD,VGK,3,0,1.31,9.0
Ondrej Kase,3600,RW,ANA,VAN,3,2,1.3,4.0
Stefan Noesen,3000,RW,NJD,VGK,3,0,1.29,3.5
Brendan Leipsic,4000,LW,VAN,ANA,2,2,1.27,0.0
Jesse Puljujarvi,3100,LW,EDM,SJS,2,2,1.19,1.5
Tyler Pitlick,3100,RW,DAL,TOR,3,0,1.16,3.0
Jake Virtanen,2900,RW,VAN,ANA,1,2,1.1,0.5
Brandon Sutter,2900,C,VAN,ANA,3,0,1.07,1.0
Brian Gibbons,3300,C,NJD,VGK,2,0,1.02,7.5
Michael Cammalleri,3400,RW,EDM,SJS,3,0,1.01,0.0
Andrej Sekera,2900,D,EDM,SJS,7,2,1.01,0.0
Cody Eakin,3100,C,VGK,NJD,3,0,1.0,0.5
Leo Komarov,3700,RW,TOR,DAL,1,0,0.95,0.5
Nikolay Goldobin,3000,RW,VAN,ANA,2,2,0.88,0.0
Antoine Roussel,2900,LW,DAL,TOR,3,0,0.84,0.5
Connor Brown,3100,RW,TOR,DAL,3,2,0.83,1.0
Pontus Aberg,3800,RW,EDM,SJS,1,0,0.83,2.5
Darren Archibald,3000,LW,VAN,ANA,3,0,0.82,0.0
Nick Ritchie,2900,LW,ANA,VAN,3,0,0.75,4.5
Ryan Carpenter,3100,LW,VGK,NJD,3,0,0.73,0.5
Tomas Hyka,3200,RW,VGK,NJD,3,1,0.72,0.5
