playerName,sal,pos,team,opp,line,ppLine,proj,actual
Cam Fowler,5200,D,ANA,CGY,5,1,2.47,2.0
Derick Brassard,4800,C,PIT,MTL,3,2,2.45,5.0
Colton Parayko,4700,D,STL,BOS,6,2,2.37,4.0
Carl Hagelin,4800,LW,PIT,MTL,2,0,2.35,4.5
Riley Nash,5800,C,BOS,STL,1,0,2.28,2.0
Artturi Lehkonen,4000,RW,MTL,PIT,2,1,2.28,0.0
Alex Goligoski,4300,D,ARI,BUF,7,2,2.19,4.0
Conor Sheary,4000,LW,PIT,MTL,3,2,2.13,1.0
Christian Dvorak,4300,C,ARI,BUF,2,2,2.07,2.5
Richard Panik,4400,LW,ARI,BUF,1,1,2.04,3.5
Alexander Steen,4700,RW,STL,BOS,1,1,2.03,2.5
Michael Frolik,4600,RW,CGY,ANA,2,2,1.96,0.5
Max Domi,3700,LW,ARI,BUF,2,2,1.93,4.0
Corey Perry,6200,RW,ANA,CGY,1,2,1.91,2.0
Danton Heinen,4100,RW,BOS,STL,2,1,1.85,1.5
Brandon Montour,5000,D,ANA,CGY,5,1,1.82,0.5
Nick Holden,3300,D,BOS,STL,5,2,1.76,2.5
Jakob Chychrun,3900,D,ARI,BUF,6,1,1.76,3.5
Scott Wilson,3800,LW,BUF,ARI,1,0,1.75,0.5
Matt Grzelcyk,3400,D,BOS,STL,6,1,1.7,1.5
Sam Bennett,4500,RW,CGY,ANA,1,2,1.65,1.5
Paul Byron,3600,LW,MTL,PIT,1,2,1.64,2.5
Mike Reilly,3200,D,MTL,PIT,5,2,1.61,1.0
Jakob Silfverberg,5000,RW,ANA,CGY,2,2,1.58,2.0
Micheal Ferland,4900,LW,CGY,ANA,3,0,1.54,1.0
Evan Rodrigues,3700,C,BUF,ARI,3,2,1.54,3.5
Brandon Carlo,2800,D,BOS,STL,5,2,1.46,0.5
Hampus Lindholm,4200,D,ANA,CGY,6,2,1.39,3.5
Brendan Guhle,3000,D,BUF,ARI,6,2,1.39,1.5
Michael Stone,3200,D,CGY,ANA,6,2,1.37,2.5
Nick Cousins,3000,RW,ARI,BUF,3,0,1.35,0.0
Jordan Martinook,2900,LW,ARI,BUF,3,0,1.34,3.0
Brad Richardson,2900,C,ARI,BUF,3,0,1.34,0.5
Vince Dunn,3400,D,STL,BOS,6,1,1.27,1.5
Adam Henrique,4600,C,ANA,CGY,3,1,1.26,2.0
Troy Brouwer,3300,LW,CGY,ANA,2,1,1.12,0.5
Nikita Scherbak,3000,RW,MTL,PIT,3,2,1.11,5.5
Patrik Berglund,3500,C,STL,BOS,2,0,1.1,1.0
Tim Schaller,2800,LW,BOS,STL,3,0,1.06,1.0
Jacob De La Rose,3100,C,MTL,PIT,2,0,1.0,4.0
Ryan Kesler,4100,C,ANA,CGY,2,2,0.96,1.0
Logan Shaw,2800,C,MTL,PIT,3,0,0.92,3.0
Josh Archibald,2800,RW,ARI,BUF,2,0,0.92,0.0
Sean Kuraly,2900,C,BOS,STL,3,0,0.88,1.5
Daniel Carr,3000,LW,MTL,PIT,3,0,0.85,2.5
Mark Jankowski,3200,C,CGY,ANA,3,0,0.8,0.0
Vladimir Sobotka,3100,LW,STL,BOS,2,2,0.79,0.5
Nicholas Baptiste,3000,LW,BUF,ARI,3,2,0.78,0.5
Noel Acciari,3000,C,BOS,STL,3,0,0.69,0.0
Garnet Hathaway,2800,LW,CGY,ANA,3,0,0.66,0.0
Kyle Brodziak,3000,C,STL,BOS,2,0,0.64,1.5
Jordan Nolan,2700,LW,BUF,ARI,3,0,0.63,3.5
Justin Bailey,2800,RW,BUF,ARI,2,0,0.62,2.0
Dmitrij Jaskin,2800,LW,STL,BOS,3,2,0.61,0.0
Ivan Barbashev,2900,RW,STL,BOS,3,0,0.55,0.5
Ondrej Kase,3900,RW,ANA,CGY,3,2,0.44,3.5
Andrew Cogliano,3400,LW,ANA,CGY,2,0,0.41,5.0
Nick Ritchie,3000,LW,ANA,CGY,3,0,0.37,0.0
