playerName,sal,pos,team,opp,line,ppLine,proj,actual
Brendan Guhle,3000,D,BUF,MTL,6,2,1.8,1.5
Nikita Scherbak,3200,RW,MTL,BUF,3,2,1.79,1.0
Zemgus Girgensons,3000,LW,BUF,MTL,2,0,1.77,0.5
Patrik Berglund,3600,LW,STL,VAN,2,2,1.76,8.5
Derrick Pouliot,2900,D,VAN,STL,7,2,1.76,1.5
Jacob De La Rose,3100,C,MTL,BUF,2,0,1.74,3.5
Mathieu Perreault,3700,LW,WPJ,ANA,3,2,1.7,1.5
Conor Sheary,4200,LW,PIT,NJD,3,2,1.68,3.5
Danton Heinen,4500,RW,BOS,DAL,2,2,1.66,1.0
Ryan Kesler,3900,C,ANA,WPJ,2,2,1.65,2.0
Nick Holden,3300,D,BOS,DAL,5,2,1.61,0.5
Will Butcher,3000,D,NJD,PIT,7,2,1.58,4.0
Radek Faksa,3500,C,DAL,BOS,2,2,1.58,4.0
Matt Grzelcyk,3400,D,BOS,DAL,6,1,1.56,3.0
Mattias Janmark,3200,LW,DAL,BOS,2,2,1.55,2.0
Brandon Sutter,3000,C,VAN,STL,3,0,1.54,0.5
Jesper Bratt,3000,LW,NJD,PIT,1,0,1.53,0.0
Stephen Johns,3200,D,DAL,BOS,7,2,1.49,6.0
Jake Virtanen,2900,RW,VAN,STL,1,2,1.49,0.5
Logan Shaw,2800,C,MTL,BUF,3,0,1.46,2.0
Brett Ritchie,3000,RW,DAL,BOS,1,1,1.38,0.5
Andrew Cogliano,3400,LW,ANA,WPJ,2,0,1.24,0.0
Vladimir Sobotka,3500,RW,STL,VAN,3,2,1.23,3.0
Andrew Copp,2800,C,WPJ,ANA,3,0,1.2,1.5
Kyle Brodziak,3100,C,STL,VAN,2,0,1.2,4.0
Nikolay Goldobin,3000,RW,VAN,STL,1,2,1.15,0.0
Devin Shore,3300,C,DAL,BOS,3,0,1.11,1.5
Brian Gibbons,3200,RW,NJD,PIT,3,0,1.1,0.5
Pavel Zacha,3000,C,NJD,PIT,2,2,1.07,3.0
Darren Archibald,2900,LW,VAN,STL,3,0,1.03,0.0
Drew Stafford,2800,RW,NJD,PIT,3,0,0.94,3.0
Ondrej Kase,4100,RW,ANA,WPJ,3,2,0.91,1.5
Tyler Pitlick,3100,RW,DAL,BOS,3,0,0.91,0.5
Tyler Motte,2800,RW,VAN,STL,3,0,0.89,1.0
Tim Schaller,2800,LW,BOS,DAL,3,0,0.84,5.5
Nicholas Baptiste,2900,RW,BUF,MTL,3,2,0.74,0.0
Sean Kuraly,2900,C,BOS,DAL,3,0,0.73,1.0
Antoine Roussel,2900,LW,DAL,BOS,3,0,0.72,1.0
Dmitrij Jaskin,2900,LW,STL,VAN,3,2,0.71,5.0
Paul Postma,2700,D,BOS,DAL,7,2,0.65,0.5
Jordan Nolan,2800,LW,BUF,MTL,3,0,0.65,1.5
Noel Acciari,2900,RW,BOS,DAL,3,0,0.63,0.5
Nick Ritchie,3000,LW,ANA,WPJ,3,0,0.51,4.0
Derek Grant,2800,C,ANA,WPJ,3,0,0.51,4.0
