playerName,sal,pos,team,opp,line,ppLine,proj,actual
Ryan Donato,5100,LW,BOS,TBL,2,1,2.81,0.5
Tyler Myers,4300,D,WPJ,CHI,6,2,2.8,4.0
Henrik Zetterberg,5100,C,DET,BUF,1,1,2.77,5.5
Bryan Rust,4800,RW,PIT,NJD,1,0,2.76,1.5
Daniel Sedin,4200,LW,VAN,EDM,2,1,2.76,3.5
Gustav Nyquist,4600,RW,DET,BUF,1,1,2.73,2.5
Bobby Ryan,4400,RW,OTT,FLO,1,1,2.71,0.5
Craig Smith,4700,RW,NSH,SJS,2,1,2.7,8.0
Zach Parise,5200,LW,MIN,DAL,2,0,2.69,8.5
Mattias Ekholm,3900,D,NSH,SJS,6,2,2.68,2.0
Brayden Point,6400,C,TBL,BOS,2,2,2.68,2.5
Cody Ceci,3600,D,OTT,FLO,6,2,2.61,1.5
Nico Hischier,5100,C,NJD,PIT,1,2,2.59,2.5
Kyle Turris,4600,C,NSH,SJS,2,2,2.55,5.0
Brandon Saad,4400,LW,CHI,WPJ,1,2,2.52,7.0
Tyler Toffoli,5000,RW,LAK,ARI,2,2,2.5,6.5
Zach Werenski,5200,D,CBJ,CGY,5,2,2.49,2.5
Jean-Gabriel Pageau,3900,C,OTT,FLO,2,1,2.45,10.5
Bryan Little,4000,C,WPJ,CHI,3,2,2.43,4.5
Pierre-Luc Dubois,5200,C,CBJ,CGY,1,1,2.43,14.0
Michael Frolik,4500,LW,CGY,CBJ,3,1,2.42,1.5
Brent Seabrook,3900,D,CHI,WPJ,5,2,2.42,1.0
Olli Maatta,3900,D,PIT,NJD,6,2,2.39,1.5
Darnell Nurse,4200,D,EDM,VAN,5,2,2.37,1.5
Matt Grzelcyk,3800,D,BOS,TBL,6,2,2.35,2.5
Sam Bennett,4200,LW,CGY,CBJ,1,2,2.33,2.5
Mikko Koivu,4200,C,MIN,DAL,2,2,2.32,1.0
Nino Niederreiter,4300,RW,MIN,DAL,2,1,2.31,1.0
Kyle Okposo,4100,RW,BUF,DET,2,1,2.28,2.0
Dion Phaneuf,4200,D,LAK,ARI,6,1,2.27,3.5
David Backes,4500,C,BOS,TBL,3,2,2.26,2.0
Kevin Fiala,4700,LW,NSH,SJS,2,2,2.25,2.5
Riley Nash,3800,C,BOS,TBL,3,0,2.25,0.5
Carl Hagelin,4600,LW,PIT,NJD,2,0,2.24,2.0
Erik Gustafsson,3700,D,CHI,WPJ,6,1,2.23,7.5
Sam Gagner,3700,RW,VAN,EDM,2,1,2.2,4.0
Micheal Ferland,3700,LW,CGY,CBJ,2,2,2.19,2.0
Ryan Dzingel,3900,LW,OTT,FLO,1,2,2.19,0.0
Alex DeBrincat,4200,RW,CHI,WPJ,2,2,2.17,6.5
Marc-Edouard Vlasic,4100,D,SJS,NSH,6,2,2.16,1.5
Nick Schmaltz,4100,C,CHI,WPJ,1,2,2.14,2.5
Alec Martinez,4500,D,LAK,ARI,6,2,2.1,0.5
Thomas Chabot,3700,D,OTT,FLO,5,2,2.07,2.5
Mathieu Perreault,3900,LW,WPJ,CHI,3,2,2.05,0.0
Denis Malgin,3900,RW,FLO,OTT,2,2,2.05,0.0
Alex Goligoski,3600,D,ARI,LAK,6,2,2.05,1.0
Travis Zajac,3500,C,NJD,PIT,3,1,2.03,2.5
Henrik Sedin,3600,C,VAN,EDM,2,1,2.02,2.0
Tyler Johnson,5700,C,TBL,BOS,2,2,2.0,2.0
Tomas Hertl,4800,LW,SJS,NSH,3,2,1.98,2.0
Artem Anisimov,3200,C,CHI,WPJ,3,1,1.97,3.0
Damon Severson,3000,D,NJD,PIT,6,2,1.96,0.5
Danton Heinen,3800,LW,BOS,TBL,3,2,1.95,0.0
Michael Stone,3000,D,CGY,CBJ,6,2,1.95,4.0
Esa Lindell,3500,D,DAL,MIN,5,2,1.94,2.5
Troy Brouwer,3300,RW,CGY,CBJ,1,1,1.94,0.5
Conor Sheary,4100,LW,PIT,NJD,3,2,1.92,4.0
Troy Stecher,2800,D,VAN,EDM,5,2,1.92,3.0
Richard Panik,3900,LW,ARI,LAK,1,1,1.92,0.0
Charlie Coyle,4000,RW,MIN,DAL,3,2,1.91,2.0
Ty Rattie,5500,RW,EDM,VAN,1,1,1.89,2.5
Anthony Mantha,4900,RW,DET,BUF,2,2,1.89,6.5
Marco Scandella,3200,D,BUF,DET,6,2,1.89,0.0
Yanni Gourde,5100,RW,TBL,BOS,2,2,1.88,2.0
Timo Meier,4300,LW,SJS,NSH,2,2,1.86,4.5
Tanner Pearson,4500,RW,LAK,ARI,3,2,1.85,1.0
Patrick Maroon,3500,LW,NJD,PIT,2,1,1.84,1.0
Thomas Vanek,5200,RW,CBJ,CGY,3,2,1.83,2.5
Brandon Sutter,3100,C,VAN,EDM,3,0,1.83,0.0
Boone Jenner,4900,LW,CBJ,CGY,3,2,1.76,1.5
Michael Grabner,3700,LW,NJD,PIT,2,2,1.76,0.5
Alexander Wennberg,4400,C,CBJ,CGY,3,1,1.75,0.0
Jakob Chychrun,3400,D,ARI,LAK,6,1,1.75,1.5
Jason Pominville,3800,RW,BUF,DET,1,2,1.75,3.5
Brian Gionta,3200,RW,BOS,TBL,2,2,1.7,0.5
Will Butcher,3100,D,NJD,PIT,7,2,1.7,2.0
Max Domi,3400,LW,ARI,LAK,2,2,1.7,6.0
Christian Dvorak,3300,C,ARI,LAK,2,2,1.7,2.5
Ondrej Palat,5000,LW,TBL,BOS,3,2,1.68,1.5
Tyler Bertuzzi,3500,LW,DET,BUF,1,1,1.68,1.5
Colton Sissons,3100,RW,NSH,SJS,3,2,1.67,0.0
Joel Armia,3000,RW,WPJ,CHI,3,0,1.66,1.5
Chris Tierney,3700,C,SJS,NSH,1,2,1.64,3.5
Niklas Kronwall,3100,D,DET,BUF,7,1,1.63,2.0
Frans Nielsen,3200,C,DET,BUF,3,2,1.62,6.0
Jussi Jokinen,3000,RW,VAN,EDM,1,2,1.61,4.0
Evan Rodrigues,3500,LW,BUF,DET,3,2,1.6,4.5
Kevin Labanc,3600,RW,SJS,NSH,3,1,1.57,1.0
Nick Bonino,3000,C,NSH,SJS,3,0,1.56,4.5
Tobias Rieder,3900,LW,LAK,ARI,2,0,1.56,2.0
Radek Faksa,3400,C,DAL,MIN,3,2,1.56,0.5
Stephen Johns,3100,D,DAL,MIN,7,2,1.56,0.0
Ryan Murphy,2900,D,MIN,DAL,6,2,1.55,0.5
Alex Iafallo,3400,LW,LAK,ARI,1,0,1.54,1.0
Jamie McGinn,3500,RW,FLO,OTT,3,2,1.54,3.5
Justin Abdelkader,3100,RW,DET,BUF,3,1,1.54,2.5
Mark Jankowski,3000,C,CGY,CBJ,3,2,1.52,0.5
Milan Lucic,3300,LW,EDM,VAN,3,2,1.49,1.0
Andreas Athanasiou,3800,LW,DET,BUF,3,0,1.49,4.5
Tom Pyatt,2900,RW,OTT,FLO,2,0,1.49,3.0
Mattias Janmark,3300,LW,DAL,MIN,3,2,1.47,1.0
Jared McCann,3100,C,FLO,OTT,3,0,1.44,1.0
Matt Benning,3000,D,EDM,VAN,7,2,1.44,2.0
Scott Wilson,3000,LW,BUF,DET,2,0,1.44,2.0
Nick Shore,2800,C,CGY,CBJ,2,0,1.4,2.0
Alex Killorn,4000,LW,TBL,BOS,3,1,1.39,1.5
Pavel Zacha,3400,C,NJD,PIT,2,0,1.39,1.0
Zemgus Girgensons,3500,LW,BUF,DET,1,0,1.36,2.5
Oliver Bjorkstrand,3400,RW,CBJ,CGY,2,2,1.35,3.0
Jason Spezza,2900,C,DAL,MIN,2,0,1.35,1.5
Nikolay Goldobin,3000,LW,VAN,EDM,1,2,1.35,3.5
Mikkel Boedker,3700,RW,SJS,NSH,2,2,1.34,6.0
Curtis Lazar,3000,RW,CGY,CBJ,2,0,1.32,3.5
Darren Helm,3300,LW,DET,BUF,2,0,1.32,5.5
Zack Smith,3000,RW,OTT,FLO,3,0,1.31,5.0
Mikhail Sergachev,4000,D,TBL,BOS,6,2,1.3,1.5
Brandon Dubinsky,3100,C,CBJ,CGY,2,0,1.28,0.0
Blake Coleman,2900,LW,NJD,PIT,3,0,1.26,5.0
Riley Sheahan,3100,C,PIT,NJD,3,0,1.24,3.5
Pontus Aberg,3300,RW,EDM,VAN,2,0,1.24,2.0
Ryan Strome,3100,C,EDM,VAN,3,0,1.24,2.5
Jesse Puljujarvi,3200,RW,EDM,VAN,3,2,1.23,0.5
Tomas Jurco,2900,LW,CHI,WPJ,3,0,1.22,7.5
Adrian Kempe,3000,C,LAK,ARI,3,2,1.2,0.5
Rasmus Andersson,2800,D,CGY,CBJ,7,2,1.17,1.0
Antoine Roussel,2900,LW,DAL,MIN,2,2,1.16,0.0
Darren Archibald,2900,LW,VAN,EDM,3,0,1.15,0.5
Stefan Noesen,3000,RW,NJD,PIT,3,0,1.14,0.5
Miikka Salomaki,2800,LW,NSH,SJS,3,0,1.13,0.5
Andreas Martinsen,2700,RW,CHI,WPJ,3,0,1.13,2.0
Chris Stewart,2900,RW,CGY,CBJ,3,0,1.12,4.5
Drake Caggiula,3200,LW,EDM,VAN,2,0,1.11,0.5
Tyler Pitlick,3000,RW,DAL,MIN,3,0,1.09,1.0
Tyler Motte,2800,RW,VAN,EDM,3,0,1.07,1.5
Christian Fischer,2900,RW,ARI,LAK,3,0,1.0,1.5
Nick Cousins,2900,RW,ARI,LAK,3,0,0.98,1.0
Sonny Milano,3100,LW,CBJ,CGY,2,2,0.95,2.0
Matt Cullen,2900,C,MIN,DAL,3,0,0.89,1.0
Dylan Strome,2900,C,ARI,LAK,3,2,0.87,1.0
Melker Karlsson,3200,LW,SJS,NSH,3,0,0.8,1.0
Gemel Smith,2800,RW,DAL,MIN,2,0,0.75,0.5
Anthony Cirelli,3200,C,TBL,BOS,3,0,0.64,1.0
Kevin Gravel,2700,D,LAK,ARI,7,2,0.63,1.5
