playerName,sal,pos,team,opp,line,ppLine,proj,actual
Connor McDavid,8100,C,EDM,ARI,1,1,5.97,5.5
Erik Karlsson,5900,D,OTT,DAL,5,1,5.16,8.5
Sidney Crosby,7400,C,PIT,CGY,1,1,5.03,0.5
Evgeni Malkin,7900,C,PIT,CGY,2,1,5.0,7.5
Tyler Seguin,7500,C,DAL,OTT,1,1,5.0,9.5
Johnny Gaudreau,7000,LW,CGY,PIT,1,1,4.76,4.0
Ryan O'Reilly,6200,C,BUF,TOR,1,1,4.76,6.0
Mark Giordano,5500,D,CGY,PIT,5,1,4.49,7.5
Leon Draisaitl,6700,RW,EDM,ARI,1,1,4.49,4.5
Sean Monahan,6700,C,CGY,PIT,1,1,4.48,0.5
Mark Stone,6100,RW,OTT,DAL,2,1,4.48,5.0
John Tavares,7200,C,NYI,VAN,1,1,4.47,9.0
Rasmus Ristolainen,5300,D,BUF,TOR,5,1,4.45,7.0
Dougie Hamilton,5400,D,CGY,PIT,5,1,4.41,3.5
Jamie Benn,6800,LW,DAL,OTT,1,1,4.27,0.5
Kris Letang,5800,D,PIT,CGY,5,1,4.15,6.5
Alexander Edler,5600,D,VAN,NYI,5,1,4.12,2.0
Mike Hoffman,5500,LW,OTT,DAL,1,1,3.99,6.0
Bo Horvat,5900,C,VAN,NYI,2,1,3.98,2.0
Phil Kessel,7100,RW,PIT,CGY,3,1,3.93,5.5
Matthew Tkachuk,5800,LW,CGY,PIT,2,1,3.83,2.5
Brock Boeser,6400,RW,VAN,NYI,2,1,3.83,1.0
John Klingberg,6000,D,DAL,OTT,5,1,3.81,5.5
Nazem Kadri,6600,C,TOR,BUF,1,1,3.76,2.0
Alexander Radulov,6300,RW,DAL,OTT,2,1,3.67,5.0
Oliver Ekman-Larsson,5100,D,ARI,EDM,5,1,3.64,3.0
Oscar Klefbom,5700,D,EDM,ARI,6,1,3.63,7.0
Anders Lee,5900,LW,NYI,VAN,1,1,3.58,2.5
Matt Duchene,4800,C,OTT,DAL,1,1,3.55,7.5
Mitchell Marner,6600,RW,TOR,BUF,1,1,3.52,5.5
Josh Bailey,5600,RW,NYI,VAN,1,1,3.5,5.0
Patric Hornqvist,6500,RW,PIT,CGY,1,1,3.48,3.0
Mathew Barzal,6400,C,NYI,VAN,2,1,3.42,5.0
Sam Reinhart,4800,RW,BUF,TOR,1,1,3.41,6.5
Morgan Rielly,5200,D,TOR,BUF,5,1,3.26,2.5
Nick Leddy,4900,D,NYI,VAN,5,1,3.2,3.5
Mikael Backlund,5400,C,CGY,PIT,2,2,3.15,5.0
Daniel Sedin,4400,LW,VAN,NYI,1,1,3.13,1.0
Clayton Keller,6200,RW,ARI,EDM,1,1,3.02,0.0
Kyle Okposo,4500,RW,BUF,TOR,2,1,2.99,2.0
Derek Stepan,5700,C,ARI,EDM,1,2,2.97,4.0
James van Riemsdyk,5700,LW,TOR,BUF,3,1,2.94,1.5
Jake Guentzel,5400,LW,PIT,CGY,1,2,2.94,0.5
Jake Gardiner,4800,D,TOR,BUF,6,2,2.82,1.5
Ryan Nugent-Hopkins,5000,C,EDM,ARI,2,2,2.81,2.5
Patrick Marleau,5100,LW,TOR,BUF,1,2,2.77,3.5
William Nylander,5300,RW,TOR,BUF,2,2,2.76,2.5
Milan Lucic,5200,LW,EDM,ARI,1,1,2.76,4.5
T.J. Brodie,3800,D,CGY,PIT,6,2,2.6,3.0
Jordan Eberle,5000,RW,NYI,VAN,2,0,2.6,5.0
Bobby Ryan,3700,LW,OTT,DAL,2,2,2.46,2.5
Michael Frolik,4000,RW,CGY,PIT,2,0,2.45,2.5
Jean-Gabriel Pageau,3300,C,OTT,DAL,2,1,2.39,1.5
Bryan Rust,4700,RW,PIT,CGY,2,0,2.38,0.0
Max Domi,4300,LW,ARI,EDM,2,1,2.32,1.5
Ryan Pulock,4500,D,NYI,VAN,7,2,2.31,2.0
Christian Fischer,3900,RW,ARI,EDM,2,1,2.29,0.5
Derick Brassard,5200,C,PIT,CGY,3,2,2.28,0.5
Henrik Sedin,3600,C,VAN,NYI,1,1,2.22,0.0
Christian Dvorak,4100,C,ARI,EDM,2,2,2.18,5.5
Zach Hyman,4000,LW,TOR,BUF,2,0,2.1,1.5
Jakob Chychrun,3600,D,ARI,EDM,6,1,2.09,0.5
Micheal Ferland,4200,RW,CGY,PIT,1,0,2.06,0.5
Michael Del Zotto,3500,D,VAN,NYI,6,2,2.04,1.5
Stephen Johns,4100,D,DAL,OTT,7,2,2.03,3.0
Tyler Bozak,4400,C,TOR,BUF,3,1,2.01,1.5
Olli Maatta,4000,D,PIT,CGY,7,2,2.0,2.5
Anthony Beauvillier,4900,LW,NYI,VAN,2,2,2.0,1.0
Mattias Janmark,3700,C,DAL,OTT,2,2,1.97,3.5
Derrick Pouliot,3200,D,VAN,NYI,7,2,1.96,2.0
Michael Cammalleri,3800,LW,EDM,ARI,2,2,1.91,2.5
Fredrik Claesson,2800,D,OTT,DAL,5,2,1.87,1.0
Justin Schultz,4200,D,PIT,CGY,6,2,1.86,4.5
Sam Bennett,3800,RW,CGY,PIT,3,2,1.8,0.5
