playerName,sal,pos,team,opp,line,ppLine,proj,actual
Patrick Maroon,4100,RW,NJD,MTL,3,1,2.91,3.5
Paul Stastny,5600,C,WPJ,NYR,3,2,2.9,2.5
J.T. Miller,4800,RW,TBL,FLO,2,2,2.86,6.0
Nico Hischier,5400,C,NJD,MTL,1,2,2.8,0.5
Brendan Gallagher,5400,RW,MTL,NJD,2,1,2.77,4.5
Erik Haula,5800,C,VGK,CBJ,2,2,2.76,6.0
Tyler Myers,4600,D,WPJ,NYR,6,2,2.75,2.0
Anthony Mantha,4700,LW,DET,BOS,2,1,2.74,12.0
Cam Fowler,5000,D,ANA,WSH,5,2,2.73,2.0
Yanni Gourde,5100,LW,TBL,FLO,2,2,2.69,10.5
Pierre-Luc Dubois,4300,C,CBJ,VGK,1,1,2.69,9.0
Alex Killorn,5200,LW,TBL,FLO,1,1,2.68,4.0
Corey Perry,5700,RW,ANA,WSH,1,1,2.68,1.0
Sebastian Aho,5900,LW,CAR,MIN,2,1,2.68,1.5
Nick Foligno,4000,RW,CBJ,VGK,2,2,2.67,1.0
Nino Niederreiter,4200,RW,MIN,CAR,1,1,2.64,4.5
Artem Anisimov,3900,C,CHI,COL,3,1,2.64,0.5
Mattias Ekholm,4100,D,NSH,DAL,6,2,2.61,1.5
Nick Schmaltz,3700,C,CHI,COL,2,1,2.58,0.5
Jeff Petry,4900,D,MTL,NJD,5,1,2.58,2.5
Travis Zajac,3600,C,NJD,MTL,3,1,2.57,9.5
Justin Faulk,4900,D,CAR,MIN,5,1,2.53,0.5
Michael Grabner,3900,LW,NJD,MTL,2,0,2.46,2.0
Colin Miller,4400,D,VGK,CBJ,5,2,2.41,2.0
Mike Green,3900,D,DET,BOS,7,2,2.36,6.5
David Krejci,5900,C,BOS,DET,2,2,2.34,2.0
T.J. Oshie,5200,RW,WSH,ANA,2,1,2.33,1.0
Alex DeBrincat,4000,LW,CHI,COL,2,2,2.3,1.5
Mathieu Perreault,4800,LW,WPJ,NYR,2,2,2.26,3.0
Alex Galchenyuk,4600,LW,MTL,NJD,1,1,2.26,1.0
Damon Severson,3100,D,NJD,MTL,6,2,2.24,1.5
Mike Matheson,4000,D,FLO,TBL,6,2,2.23,5.5
Bryan Little,4000,C,WPJ,NYR,2,2,2.22,0.0
Craig Smith,5600,RW,NSH,DAL,2,2,2.2,1.0
Teuvo Teravainen,5100,RW,CAR,MIN,2,1,2.2,0.5
Oliver Bjorkstrand,3800,RW,CBJ,VGK,2,2,2.19,0.5
Jonathan Drouin,4500,C,MTL,NJD,1,1,2.19,1.0
Zdeno Chara,4400,D,BOS,DET,5,2,2.15,2.0
Chris Kreider,5000,LW,NYR,WPJ,1,1,2.15,1.0
Jakob Silfverberg,4600,RW,ANA,WSH,2,2,2.14,2.5
Nick Bjugstad,4700,RW,FLO,TBL,1,2,2.14,14.5
Jordan Staal,4600,C,CAR,MIN,1,1,2.14,0.5
Mats Zuccarello,4900,RW,NYR,WPJ,3,1,2.14,1.5
Kevin Fiala,5200,LW,NSH,DAL,2,2,2.13,1.0
David Backes,4700,C,BOS,DET,3,1,2.13,1.5
Shea Theodore,3800,D,VGK,CBJ,6,1,2.12,3.0
Jordan Oesterle,3200,D,CHI,COL,7,2,2.08,1.5
Matt Niskanen,4000,D,WSH,ANA,5,2,2.07,1.0
Brandon Montour,4500,D,ANA,WSH,5,1,2.05,2.0
Danny DeKeyser,2900,D,DET,BOS,6,2,1.96,0.0
Alexander Wennberg,3600,C,CBJ,VGK,3,0,1.95,3.0
Vladislav Namestnikov,4800,C,NYR,WPJ,3,2,1.95,0.5
Jonas Brodin,3200,D,MIN,CAR,6,1,1.93,3.5
Dmitry Orlov,3800,D,WSH,ANA,5,2,1.91,1.0
Pavel Buchnevich,4500,RW,NYR,WPJ,1,1,1.91,2.0
Riley Nash,5200,C,BOS,DET,1,0,1.9,5.0
Ryan Kesler,4100,C,ANA,WSH,2,2,1.9,1.0
Pavel Zacha,3300,C,NJD,MTL,2,0,1.87,0.5
Vinnie Hinostroza,3500,RW,CHI,COL,2,1,1.86,1.5
Adam Henrique,4900,C,ANA,WSH,3,1,1.84,6.5
Jaccob Slavin,3500,D,CAR,MIN,5,2,1.84,1.0
Andreas Athanasiou,4400,RW,DET,BOS,3,1,1.84,3.0
Jeff Skinner,5000,LW,CAR,MIN,3,2,1.83,2.5
Stefan Noesen,3100,RW,NJD,MTL,3,0,1.81,4.5
Kevin Hayes,4400,C,NYR,WPJ,2,2,1.81,3.5
Hampus Lindholm,4300,D,ANA,WSH,6,2,1.8,4.0
Mikhail Sergachev,3700,D,TBL,FLO,6,2,1.79,1.5
Niklas Kronwall,3000,D,DET,BOS,7,1,1.78,0.5
Will Butcher,2900,D,NJD,MTL,7,2,1.74,4.5
Jesper Bratt,3200,RW,NJD,MTL,1,2,1.73,1.0
Justin Williams,4400,RW,CAR,MIN,1,2,1.71,2.0
Artturi Lehkonen,3700,RW,MTL,NJD,1,1,1.69,0.0
Samuel Girard,3100,D,COL,CHI,6,2,1.68,2.0
Justin Abdelkader,2900,RW,DET,BOS,2,2,1.67,3.0
Alex Tuch,4100,LW,VGK,CBJ,2,1,1.64,4.0
Thomas Vanek,3900,RW,CBJ,VGK,3,1,1.64,0.5
Phillip Danault,3700,C,MTL,NJD,2,2,1.64,2.5
Jake DeBrusk,4400,LW,BOS,DET,2,2,1.63,3.5
Nick Holden,3200,D,BOS,DET,6,2,1.62,2.5
Alexander Kerfoot,3500,C,COL,CHI,2,2,1.61,1.0
Tyson Jost,3300,LW,COL,CHI,2,1,1.6,1.5
Frans Nielsen,3200,C,DET,BOS,3,0,1.59,3.5
Tomas Tatar,4500,RW,VGK,CBJ,3,2,1.58,0.0
Elias Lindholm,4200,C,CAR,MIN,2,1,1.56,1.0
Tom Wilson,4200,RW,WSH,ANA,1,0,1.55,2.0
Boone Jenner,3400,LW,CBJ,VGK,3,0,1.54,0.5
Stephen Johns,3900,D,DAL,NSH,7,2,1.54,3.0
Carl Soderberg,3300,C,COL,CHI,3,2,1.49,2.5
Matthew Highmore,2700,RW,CHI,COL,3,0,1.44,1.0
Calle Jarnkrok,3600,RW,NSH,DAL,3,0,1.43,0.0
Nick Bonino,3200,C,NSH,DAL,3,1,1.42,5.0
Ryan Spooner,4700,LW,NYR,WPJ,2,2,1.41,0.5
Darren Helm,3000,LW,DET,BOS,3,2,1.41,1.0
Mattias Janmark,3600,C,DAL,NSH,2,2,1.38,0.5
Andrew Cogliano,3200,LW,ANA,WSH,2,0,1.37,0.0
Sonny Milano,3100,LW,CBJ,VGK,2,2,1.37,0.5
Ondrej Kase,4500,RW,ANA,WSH,3,2,1.34,1.0
Matt Nieto,3000,LW,COL,CHI,3,2,1.3,0.5
Noah Hanifin,3400,D,CAR,MIN,6,2,1.26,3.0
Blake Comeau,3100,RW,COL,CHI,3,0,1.22,0.0
Brad Hunt,3300,D,VGK,CBJ,7,2,1.16,0.0
Joel Eriksson Ek,2900,C,MIN,CAR,3,0,1.13,0.5
Tomas Jurco,3000,LW,CHI,COL,3,0,1.13,0.5
Paul Byron,3500,RW,MTL,NJD,3,2,1.13,2.5
Jamie McGinn,3100,RW,FLO,TBL,2,2,1.12,1.0
Lars Eller,3800,C,WSH,ANA,3,2,1.11,1.5
Tyler Bertuzzi,3000,LW,DET,BOS,1,0,1.11,5.0
Jack Roslovic,3100,RW,WPJ,NYR,2,0,1.08,1.5
Victor Rask,3200,LW,CAR,MIN,3,2,1.07,4.0
Devin Shore,3200,LW,DAL,NSH,2,2,1.05,1.0
Jimmy Vesey,3200,LW,NYR,WPJ,3,2,1.05,2.0
Danton Heinen,3200,LW,BOS,DET,3,2,1.03,1.5
Tony DeAngelo,3500,D,NYR,WPJ,7,2,1.02,2.0
Connor Brickley,2900,LW,FLO,TBL,3,2,1.0,3.0
Noah Juulsen,3000,D,MTL,NJD,6,2,0.98,1.0
Jared McCann,3000,C,FLO,TBL,3,0,0.96,1.5
Nikita Scherbak,3200,LW,MTL,NJD,2,2,0.96,1.5
Jakub Vrana,3300,LW,WSH,ANA,2,0,0.95,2.0
David Desharnais,2800,C,NYR,WPJ,1,1,0.93,1.0
Jesper Fast,3100,RW,NYR,WPJ,2,0,0.91,0.0
Brett Ritchie,3500,RW,DAL,NSH,1,1,0.88,0.5
Daniel Winnik,2900,LW,MIN,CAR,3,0,0.86,7.0
Brock McGinn,3100,LW,CAR,MIN,1,0,0.84,1.5
Maxim Mamin,2900,RW,FLO,TBL,3,0,0.82,1.0
Cody Eakin,3000,C,VGK,CBJ,3,0,0.79,0.5
Andre Burakovsky,3600,RW,WSH,ANA,3,2,0.77,2.5
Andrew Shaw,3000,RW,MTL,NJD,3,0,0.77,2.5
Adam Erne,3000,LW,TBL,FLO,3,0,0.71,0.5
Cory Conacher,2900,RW,TBL,FLO,3,0,0.7,0.5
Mike Reilly,2800,D,MTL,NJD,5,2,0.68,5.0
Tyler Pitlick,3000,RW,DAL,NSH,3,0,0.66,1.0
Brett Connolly,3400,LW,WSH,ANA,3,2,0.65,0.5
Julius Honka,2800,D,DAL,NSH,7,2,0.65,0.0
Nick Ritchie,3000,LW,ANA,WSH,3,0,0.64,4.0
Remi Elie,2800,RW,DAL,NSH,3,0,0.62,0.5
Scott Hartnell,3100,LW,NSH,DAL,3,0,0.59,1.0
Nail Yakupov,2700,RW,COL,CHI,2,0,0.58,1.0
Marcus Foligno,2900,LW,MIN,CAR,3,0,0.57,1.0
Phillip Di Giuseppe,2700,RW,CAR,MIN,3,0,0.55,4.0
Jacob De La Rose,2800,C,MTL,NJD,3,0,0.55,9.0
Ryan Carpenter,3200,LW,VGK,CBJ,3,0,0.5,0.5
Jason Dickinson,2700,C,DAL,NSH,3,0,0.5,0.0
