playerName,sal,pos,team,opp,line,ppLine,proj,actual
Colin Miller,4200,D,VGK,ARI,6,2,2.14,1.5
Zach Hyman,3900,LW,TOR,FLO,1,0,2.09,1.5
Kevin Hayes,4400,LW,NYR,WSH,2,2,1.92,4.0
Brady Skjei,3300,D,NYR,WSH,6,2,1.92,6.0
Carl Soderberg,3800,C,COL,PHI,3,2,1.91,1.5
Tyler Bozak,4600,C,TOR,FLO,3,1,1.9,4.0
Alex Tuch,4300,RW,VGK,ARI,1,1,1.88,6.0
Richard Panik,4100,LW,ARI,VGK,1,1,1.79,4.0
Jakob Chychrun,3600,D,ARI,VGK,6,1,1.75,2.5
Lars Eller,4000,C,WSH,NYR,3,2,1.72,5.5
Ryan Spooner,4000,RW,NYR,WSH,3,2,1.7,4.5
Tyson Jost,3400,LW,COL,PHI,2,1,1.65,2.0
Jesper Fast,4200,RW,NYR,WSH,1,0,1.65,1.5
J.T. Compher,3700,C,COL,PHI,2,2,1.64,1.5
Tomas Tatar,4600,RW,VGK,ARI,3,2,1.63,1.0
Tom Wilson,4500,RW,WSH,NYR,1,0,1.57,0.0
Nolan Patrick,4200,C,PHI,COL,2,2,1.57,1.5
Jimmy Vesey,3200,LW,NYR,WSH,3,2,1.51,2.5
Max Domi,3600,LW,ARI,VGK,2,2,1.49,1.5
Blake Comeau,3100,RW,COL,PHI,3,0,1.48,1.5
Christian Dvorak,3400,C,ARI,VGK,2,2,1.45,4.0
Samuel Girard,2900,D,COL,PHI,7,2,1.44,0.5
Andre Burakovsky,3700,LW,WSH,NYR,2,2,1.31,4.0
Alexander Kerfoot,3500,RW,COL,PHI,2,2,1.26,0.5
Matt Nieto,2900,LW,COL,PHI,3,0,1.26,4.5
Denis Malgin,3300,C,FLO,TOR,2,2,1.17,2.5
Jamie McGinn,3800,RW,FLO,TOR,3,2,1.11,1.0
Oskar Lindblom,3400,LW,PHI,COL,2,2,1.05,1.0
Jordan Weal,3000,LW,PHI,COL,3,2,0.98,4.5
Cody Eakin,3100,C,VGK,ARI,3,0,0.81,0.0
Jared McCann,3200,C,FLO,TOR,3,0,0.73,0.5
Nick Cousins,2900,RW,ARI,VGK,3,0,0.71,1.5
Christian Fischer,2900,RW,ARI,VGK,3,2,0.7,2.0
Connor Brown,3200,RW,TOR,FLO,3,0,0.64,3.0
Dylan Strome,2900,C,ARI,VGK,3,2,0.57,0.5
Devante Smith-Pelly,2900,RW,WSH,NYR,3,0,0.43,1.0
