playerName,sal,pos,team,opp,line,ppLine,proj,actual
Tyler Seguin,7500,C,DAL,MTL,1,1,5.88,3.5
Jamie Benn,7000,LW,DAL,MTL,1,1,5.19,5.5
Erik Karlsson,5800,D,OTT,TBL,5,1,5.1,6.0
Connor McDavid,7300,C,EDM,CGY,1,1,5.06,2.5
Nikita Kucherov,8000,RW,TBL,OTT,1,1,4.95,8.5
Johnny Gaudreau,7100,LW,CGY,EDM,1,1,4.82,4.0
Nathan MacKinnon,7400,C,COL,MIN,1,1,4.78,4.0
Victor Hedman,6600,D,TBL,OTT,5,1,4.62,4.5
Mark Giordano,5600,D,CGY,EDM,5,1,4.56,1.0
Steven Stamkos,7600,C,TBL,OTT,1,1,4.55,8.0
Alexander Radulov,6900,RW,DAL,MTL,1,1,4.53,4.0
Brad Marchand,7200,LW,BOS,CAR,1,0,4.48,8.0
Sean Monahan,7000,C,CGY,EDM,1,1,4.47,3.0
John Klingberg,6100,D,DAL,MTL,5,1,4.35,4.0
Patrik Laine,7300,RW,WPJ,NSH,1,1,4.34,6.5
Blake Wheeler,6600,RW,WPJ,NSH,2,1,4.31,2.5
Dougie Hamilton,5500,D,CGY,EDM,5,1,4.24,3.0
Ryan Suter,5100,D,MIN,COL,5,1,4.19,1.5
David Pastrnak,6700,RW,BOS,CAR,1,1,4.18,15.5
Eric Staal,6900,C,MIN,COL,2,2,4.13,1.5
Anze Kopitar,7200,C,LAK,ARI,1,1,4.13,3.0
Mike Hoffman,5600,RW,OTT,TBL,1,1,4.0,8.5
P.K. Subban,5400,D,NSH,WPJ,5,1,3.98,0.0
Roman Josi,6000,D,NSH,WPJ,6,2,3.97,4.0
Jared Spurgeon,5000,D,MIN,COL,5,1,3.95,1.0
Filip Forsberg,6200,LW,NSH,WPJ,1,1,3.92,4.5
Dustin Byfuglien,5300,D,WPJ,NSH,5,1,3.89,4.0
Viktor Arvidsson,6400,RW,NSH,WPJ,1,1,3.87,8.5
Mikael Granlund,6300,RW,MIN,COL,2,2,3.82,1.0
Tyson Barrie,5700,D,COL,MIN,5,1,3.74,6.0
Ryan Ellis,5700,D,NSH,WPJ,6,2,3.69,5.5
Matt Duchene,5100,C,OTT,TBL,1,1,3.69,6.0
Mikko Rantanen,6500,RW,COL,MIN,1,1,3.64,3.0
Torey Krug,5800,D,BOS,CAR,6,1,3.57,1.0
