playerName,sal,pos,team,opp,line,ppLine,proj,actual
T.J. Brodie,4500,D,CGY,OTT,6,2,2.77,0.5
Nick Foligno,4400,C,CBJ,DET,2,2,2.74,1.0
Bobby Ryan,4300,LW,OTT,CGY,2,2,2.72,0.5
Jean-Gabriel Pageau,3500,C,OTT,CGY,2,1,2.69,7.0
Nino Niederreiter,4400,RW,MIN,VAN,1,1,2.68,4.0
Andreas Athanasiou,4200,LW,DET,CBJ,3,1,2.65,4.5
Micheal Ferland,4600,RW,CGY,OTT,1,0,2.45,5.0
Niklas Kronwall,2900,D,DET,CBJ,7,1,2.39,1.5
Alexander Wennberg,3700,C,CBJ,DET,3,1,2.3,3.5
Justin Abdelkader,3200,LW,DET,CBJ,3,1,2.28,2.0
Jakob Silfverberg,4500,RW,ANA,DAL,2,2,2.22,2.5
Oliver Bjorkstrand,4100,RW,CBJ,DET,2,2,2.22,0.5
Travis Hamonic,3300,D,CGY,OTT,6,2,2.21,3.0
Daniel Sedin,5200,LW,VAN,MIN,1,1,2.2,3.0
Ryan Dzingel,3300,LW,OTT,CGY,1,2,2.16,1.0
Brandon Montour,4300,D,ANA,DAL,5,1,2.1,1.5
Adam Henrique,4700,C,ANA,DAL,3,1,2.05,2.0
Hampus Lindholm,4000,D,ANA,DAL,6,2,1.98,2.0
Sam Bennett,3200,LW,CGY,OTT,3,2,1.95,5.0
Tyler Bertuzzi,3300,LW,DET,CBJ,1,2,1.94,2.5
Ryan Kesler,4100,C,ANA,DAL,2,2,1.87,0.5
Stephen Johns,3800,D,DAL,ANA,7,2,1.83,1.5
Thomas Chabot,3000,D,OTT,CGY,7,2,1.82,3.0
Jonas Brodin,3200,D,MIN,VAN,6,2,1.78,1.0
Thomas Vanek,3500,RW,CBJ,DET,3,2,1.7,2.0
Boone Jenner,3700,LW,CBJ,DET,3,0,1.69,4.5
Zack Smith,3000,C,OTT,CGY,3,0,1.63,1.5
Esa Lindell,3600,D,DAL,ANA,5,2,1.62,1.5
Michael Del Zotto,3400,D,VAN,MIN,6,2,1.56,5.5
Derrick Pouliot,3000,D,VAN,MIN,5,2,1.55,1.0
Marian Gaborik,3000,RW,OTT,CGY,3,2,1.51,2.0
Sonny Milano,3300,LW,CBJ,DET,2,2,1.49,0.0
Mark Jankowski,3400,C,CGY,OTT,3,0,1.49,0.0
Devin Shore,3600,C,DAL,ANA,1,2,1.47,5.5
Sam Gagner,3000,C,VAN,MIN,2,1,1.47,2.5
Henrik Sedin,3900,C,VAN,MIN,1,1,1.44,0.5
Ondrej Kase,3800,RW,ANA,DAL,3,2,1.36,1.0
Andrew Cogliano,3200,LW,ANA,DAL,2,0,1.24,2.0
Jason Spezza,3200,C,DAL,ANA,3,2,1.17,1.5
Tyler Pitlick,3200,RW,DAL,ANA,2,0,1.13,0.5
Garnet Hathaway,2900,RW,CGY,OTT,3,0,1.13,0.5
Brendan Leipsic,4000,LW,VAN,MIN,2,2,1.07,1.5
Radek Faksa,3500,C,DAL,ANA,2,0,1.04,0.0
Martin Frk,2900,RW,DET,CBJ,2,2,1.03,1.5
Brett Ritchie,4000,RW,DAL,ANA,3,1,0.9,0.5
Joel Eriksson Ek,3100,C,MIN,VAN,3,0,0.88,0.0
Tyler Motte,2900,RW,VAN,MIN,3,0,0.85,2.5
Daniel Winnik,3000,LW,MIN,VAN,3,0,0.82,3.5
Jussi Jokinen,3400,RW,VAN,MIN,1,0,0.8,3.5
Reid Boucher,2900,LW,VAN,MIN,3,0,0.74,0.0
Nick Ritchie,3000,LW,ANA,DAL,3,0,0.63,0.5
Marcus Foligno,2900,RW,MIN,VAN,3,0,0.62,4.0
Antoine Roussel,2900,LW,DAL,ANA,3,0,0.61,2.0
