playerName,sal,pos,team,opp,line,ppLine,proj,actual
Alec Martinez,4200,D,LAK,VAN,6,2,2.11,1.5
Andrew Cogliano,3100,LW,ANA,STL,2,0,2.09,1.0
Vince Dunn,3100,D,STL,ANA,6,1,2.08,1.0
Tomas Tatar,5000,RW,VGK,PHI,2,2,2.05,1.0
Kyle Brodziak,3100,C,STL,ANA,2,0,2.04,3.0
Victor Rask,3200,C,CAR,NYR,3,2,2.03,4.5
Charles Hudon,3300,RW,MTL,CBJ,3,2,2.03,1.5
Shea Theodore,4000,D,VGK,PHI,7,1,2.02,6.0
Brock McGinn,3100,LW,CAR,NYR,2,0,2.01,1.0
Andreas Athanasiou,4100,C,DET,SJS,3,1,2.01,1.0
Paul Byron,3000,LW,MTL,CBJ,1,2,2.0,2.0
Tyler Myers,4100,D,WPJ,WSH,6,2,1.99,0.0
Thomas Chabot,3100,D,OTT,FLO,7,2,1.98,2.0
Tom Wilson,3500,RW,WSH,WPJ,1,0,1.96,4.5
Alex Tuch,4400,RW,VGK,PHI,1,1,1.89,1.5
Marian Gaborik,3000,RW,OTT,FLO,2,2,1.89,1.0
Timo Meier,4400,LW,SJS,DET,3,2,1.87,6.0
Thomas Vanek,4100,RW,CBJ,MTL,3,2,1.86,0.0
Zack Smith,2900,C,OTT,FLO,3,2,1.85,0.5
Boone Jenner,4300,LW,CBJ,MTL,3,0,1.84,6.0
Vladimir Sobotka,3000,C,STL,ANA,3,2,1.81,5.0
Michael Del Zotto,3700,D,VAN,LAK,6,2,1.79,3.0
Niklas Kronwall,2900,D,DET,SJS,7,1,1.78,1.0
Tony DeAngelo,3200,D,NYR,CAR,6,2,1.75,3.0
Mikkel Boedker,4000,LW,SJS,DET,2,2,1.73,3.0
Mike Reilly,3100,D,MTL,CBJ,5,2,1.73,2.0
Henrik Sedin,3700,C,VAN,LAK,1,1,1.72,0.0
Andrew Shaw,3000,RW,MTL,CBJ,2,2,1.72,1.0
Bryan Little,4000,C,WPJ,WSH,2,1,1.71,1.0
Sam Gagner,3500,RW,VAN,LAK,3,1,1.67,1.5
Tanner Pearson,4700,LW,LAK,VAN,3,2,1.65,4.5
Justin Abdelkader,3000,LW,DET,SJS,3,1,1.64,1.5
Trevor Lewis,3300,RW,LAK,VAN,2,0,1.63,1.0
Sonny Milano,3200,LW,CBJ,MTL,2,2,1.63,0.5
Derrick Pouliot,3000,D,VAN,LAK,7,2,1.62,1.0
Dmitrij Jaskin,2900,RW,STL,ANA,3,2,1.57,1.5
Nick Ritchie,2900,LW,ANA,STL,3,0,1.56,0.0
Jimmy Vesey,3000,LW,NYR,CAR,3,2,1.53,12.5
John Gilmour,3800,D,NYR,CAR,7,1,1.52,2.0
Darren Helm,2900,LW,DET,SJS,2,0,1.51,2.5
Lars Eller,3300,C,WSH,WPJ,3,2,1.5,3.0
Nikita Scherbak,2900,LW,MTL,CBJ,2,0,1.5,1.5
Tyler Bertuzzi,3200,LW,DET,SJS,1,2,1.47,7.0
Kevin Labanc,3700,RW,SJS,DET,3,2,1.46,4.5
Jesper Fast,3000,RW,NYR,CAR,1,0,1.46,2.5
Valtteri Filppula,3000,C,PHI,VGK,3,2,1.43,0.0
Tom Pyatt,3000,RW,OTT,FLO,3,0,1.42,3.0
Alex Iafallo,3700,LW,LAK,VAN,1,0,1.4,0.0
Brendan Leipsic,4200,LW,VAN,LAK,2,2,1.4,1.0
Brandon Sutter,2900,C,VAN,LAK,3,0,1.34,0.5
Denis Malgin,3500,RW,FLO,OTT,2,2,1.32,0.0
Chris Tierney,3400,C,SJS,DET,3,2,1.18,7.5
Oskar Lindblom,2900,LW,PHI,VGK,2,2,1.18,1.0
Jared McCann,3100,C,FLO,OTT,3,0,1.13,1.0
Andre Burakovsky,3200,RW,WSH,WPJ,2,2,1.1,0.5
Adrian Kempe,3100,LW,LAK,VAN,3,2,1.08,4.0
Cody Eakin,3100,C,VGK,PHI,3,0,1.06,3.0
Jakub Vrana,3200,LW,WSH,WPJ,3,2,1.05,1.0
Jacob De La Rose,2900,C,MTL,CBJ,3,0,1.05,0.0
Darren Archibald,3000,LW,VAN,LAK,3,0,1.03,2.0
Phillip Di Giuseppe,2800,RW,CAR,NYR,3,0,1.02,0.0
Jamie McGinn,3000,LW,FLO,OTT,3,2,0.97,1.0
Nikolay Goldobin,2900,RW,VAN,LAK,1,2,0.89,1.5
Frank Vatrano,3700,RW,FLO,OTT,3,0,0.87,1.5
Michael Raffl,2900,LW,PHI,VGK,3,0,0.86,0.5
Ryan Carpenter,3000,LW,VGK,PHI,3,0,0.81,4.5
Tomas Hyka,3200,RW,VGK,PHI,3,1,0.75,3.0
Brett Connolly,3100,LW,WSH,WPJ,2,0,0.73,1.5
Jack Roslovic,2900,RW,WPJ,WSH,3,2,0.71,1.5
Tyler Motte,2900,RW,VAN,LAK,2,0,0.69,1.0
Brandon Tanev,2800,LW,WPJ,WSH,3,0,0.61,1.0
Andrew Copp,3000,C,WPJ,WSH,3,0,0.57,1.5
